 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
,,,,,,,,,,,,,,,
   iri, f, ,19620322, , sana, berne, , coolbellup,4814,76, kissane crescent, , 02 53287617,7151490,6
,,,,,,,,,,,,,,,
   usa, ,23,19930211, ms, ryan, french, vic, wattle glen,4817,19, hansen circuit, , 8 78131435,4852507,8
,,,,,,,,,,,,,,,
   chi, f,36,19800602, mr, chase, kwok, nsw, shoal bay,4060,57, mofflin street, , 07 07312358,9241677,3
,,,,,,,,,,,,,,,
   chi, f, ,19280820, , reuben, chueh, wa, mcbeath,2770,26, fingleton crescent, , 618 59205322,5721633,9
,,,,,,,,,,,,,,,
   ser, m,39,19771130, pfc, jordan, stoianovich, nsw, bendick murrell,4036,1, rocklands street, glenview, 612 90786069,1613090,4
,,,,,,,,,,,,,,,
 ind, ,34,19820323, , lukas, lakhani, vic, bakeryghill,2100,70, southwell street, , 08 91087199,7953518,6
,,,,,,,,,,,,,,,
 ind, f,6,20101007, , michael, dhatri, ns , turondale,2280,54, darebin place, , 612 60367393,9480028,5
,,,,,,,,,,,,,,,
   pak, m, ,19440327, , christian, boghaiu, nsw, woronora heights,2213,48, batman street, rose-lea, 03 14276765,2241324,9
,,,,,,,,,,,,,,,
   fin, f, ,19550215, ms, freya, salmi, vic, melton,5085,3, leist street, , 08 27725237,7505485,6
,,,,,,,,,,,,,,,
   tha, m,27,19890402, ms, emiily, bunnang, nsw, lawrence,2580,14, crisp circuit, , 02 46852921,1382652,8
,,,,,,,,,,,,,,,
 , f,40,19760815, , liam, de an gelis, sa, risdon park,3356,8, bonython street, brookfield, 07 99830773,9519924,9
,,,,,,,,,,,,,,,
 ara, f,20,19960127, ms, tiana, abqurah, , west wyalong,3124,5, cknox street, , 04 54312769,3443398,9
,,,,,,,,,,,,,,,
 chi, f,11,20051128, pfc, isabelle, chue, nsw, kanmain,2519,219, bunbury street, kiloran, 02 02253479,4495155,3
,,,,,,,,,,,,,,,
   eng, f,32, , , isobel, sands, vic, research,2070,141, nepean place, , 08 03673235,9357129,8
,,,,,,,,,,,,,,,
 ind, f,30,19861125, dr, , gurinder, vic, burleigh heads,2104,183, hoadley street, , 08 43366066,3980823,9
,,,,,,,,,,,,,,,
   chi, f,30,19860129, , , bau, vic, merton,2077,8, jardine street, , 8 95312278,5338651,1
,,,,,,,,,,,,,,,
   cze, f,27,19890223, , imogen, korbel, wa, ravensthorpe,5096,5, palana place, binabah, 618 10568746,3448476,0
,,,,,,,,,,,,,,,
 unk, f,29,19870820, mr, adam, abbatista, nsw, campsie,5112,18, springvale drive, , 2 88186462,3350220,0
,,,,,,,,,,,,,,,
   usa, f,22,19941107, mr, james, serrano, nsw, yatte yattah,4740,35, rischbieth crescent, , 02 42769666,2610770,6
,,,,,,,,,,,,,,,
 eng, ,9,20071231, , lucas, archer, qld, caravonica,4850,2, julia flyn avenue, , 03 06458649,9066051,6
,,,,,,,,,,,,,,,
 usa, f, ,19241207, mr, lucas, pennington, qld, green island,2265,23, blackman crescent, westholme, 3 5320 9712,9796409,5
,,,,,,,,,,,,,,,
   ara, f,31,19850816, ms, georgia, aaidah, nsw, centennial park,2112,41, hirst place, , 2 06613609,5487791,5
,,,,,,,,,,,,,,,
   eng, m,31,19850407, ms, riley, savege, , downer,3134,39, nullagine street, church house, 02 03442167,9868660,0
,,,,,,,,,,,,,,,
 usa, f, ,19560601, , lachlan, foley, nsw, blue haven,2298,20, brickhilo place, buckhobble, 2 49791767,9812597,3
,,,,,,,,,,,,,,,
 eng, f,26,19780106, , eleni, verity, , st clair,6164,30, o'sullivan street, st pauls college, 04 90259636,6788105,7
,,,,,,,,,,,,,,,
   ser, f,37,19790801, , , madzarevic, vic, walkerville south,3019,482, higgins crescent, , 08 95736019,8973257,2
,,,,,,,,,,,,,,,
 ger, f,28,19880901, , thomas, ettenhoffer, vic, mont isa,7468,3, dominion circuit, , 8 00330128,4594883,4
,,,,,,,,,,,,,,,
   unk, ,32,19840427, , georgia, stratou, nt, ngukurr,2148,14, pickles street, , 613 40796643,2143164,3
,,,,,,,,,,,,,,,
 chi, f,11,20050921, mr, lara, kei, nzw, kitchener,2217,24, hannan crescent, , 2 08935508,4254690,5
,,,,,,,,,,,,,,,
 chi, ,33,19830621, ms, emma, min, qld, mount emlyn,3556,27, albermarle place, phyliss stewart house, 613 81613290,5409049,8
,,,,,,,,,,,,,,,
   chi, f, ,19591201, , emiily, mah, qld, oyster creek,3016,23, blackman crescent, qualup, 613 48874952,9922594,1
,,,,,,,,,,,,,,,
   chi, f,29, , ms, lily, cho, , sherwood,4559,18, crowder circuit, , 04 97832931,1887616,5
,,,,,,,,,,,,,,,
 , ,22,19940927, ms, nathan, , vic, cleveland,3040,23, learmonthdrive, mlc centre, 618 64041286,5187078,0
,,,,,,,,,,,,,,,
   unk, m,22,19940206, ms, sarah, strampher, qld, hayman island,4285, , duggan street, , 3 08313069,6011011,9
,,,,,,,,,,,,,,,
 , f,31,19850705, , samuel, karbone, nsw, congo,4006,18, barnes place, byado, 2 10942937,7347934,8
,,,,,,,,,,,,,,,
 usa, f,22,19940304, , lachlan, wilcox, qld, willow vale,4102,75, rule street, , 03 65020973,4533351,8
,,,,,,,,,,,,,,,
 usa, ,22,19940705, , tale, gonzales, qld, turallin,2145,21, serra place, , 613 53710115,1664019,0
,,,,,,,,,,,,,,,
   eng, m,35, , , lauren, keegan, vic, swanpool,2614,5, kater place, , 8 04599309,2140955,5
,,,,,,,,,,,,,,,
   unk, f,21,19950630, , kye, abbitt, vic, southern cross,5061,17, ashburton circuit, , 618 79657644,2734739,5
,,,,,,,,,,,,,,,
 chi, m,39,19771110, , daniel, kam, wa, kape le grand,6056,99, lofty close, , 8 86401352,7503251,8
,,,,,,,,,,,,,,,
   eng, f,30,19860209, , katelyn, linwood, sa, enfield,3168,10, monaro crescent, , 7 29425327,8281489,1
,,,,,,,,,,,,,,,
 usa, f,24,19920824, mr, abbie, watson, vic, yarrawalla,4109,18, harbiso n crescent, koyo, 618 60732982,4300282,4
,,,,,,,,,,,,,,,
 usa, , ,19340829, ms, alessandra, thornton, nsw, kundabung,3175,67, scrivener street, , 2 65639023,9031849,7
,,,,,,,,,,,,,,,
 usa, f,33,19830107, sgt, , mcfadden, vic, mount helen,4650,19, cardew crescent, , 08 76924488,1253410,2
,,,,,,,,,,,,,,,
   ind, f,26, , mr, benjamin, panjabi, wa, sandstone,6108,94, julia flynn avenue, golden ponds, 08 87723549,1676709,6
,,,,,,,,,,,,,,,
 ira, f,34,19820315, , matthew, samimi, vik, st andrews,2050,1, embling street, , 618 30853982,5056979,9
,,,,,,,,,,,,,,,
   gre, f,29,19870221, , sam, mavroudis, vic, curdies river,2210,41, pinkerton circuit, , 03 23462686,3368915,3
,,,,,,,,,,,,,,,
   swe, f, ,19691122, , joshua, samuelsson, qld, mount mee,4178,4, grainger circuit, karoo, 613 55402470,5502092,0
,,,,,,,,,,,,,,,
 unk, ,29,19870625, , ben, scolastique, vic, hedley,2064,54, clisbyclose, old errowanbang, 8 75788888,3571889,1
,,,,,,,,,,,,,,,
 ser, f,11,20050826, , connor, siprak, qld, foxdale,4701,53, oughton place, , 08 05069626,3724267,3
,,,,,,,,,,,,,,,
 unk, m, ,19870723, ms, david, schvvanke, wa, banksiadale,2464,22, browne place, rsm 327, 08 60165215,6501933,8
,,,,,,,,,,,,,,,
 eng, f,36,19800511, , jacob, ryers, nsw, greenlands,3014,85, lacey place, meath mews retrmnt vlge, 612 20721163,9267810,2
,,,,,,,,,,,,,,,
   , m,37,19791227, dr, ebony, pascoe, , railway estate,5201,50, bacchus circuit, , 07 42141281,4858734,3
,,,,,,,,,,,,,,,
 eng, f,23,19930903, , kayla, jamizon, vic, wiseleigh,6442,4, bowman street, , ,1907813,9
,,,,,,,,,,,,,,,
 eng, ,25, , , jacop, robert, vic, dromana,2131,13, odern place, villa 3, 08 11685281,8690727,7
,,,,,,,,,,,,,,,
 usa, f, , 19360 24, , , wang, , burpengary,6635,135, wheatley street, corandirk, 04 83421560,3177795,9
,,,,,,,,,,,,,,,
 eng, f,26,19900722, , , sands, nsw, charlestown,315,21, spring range road, resthaven retire, 2 75762854,8744007,2
,,,,,,,,,,,,,,,
   jap, m,24, , , matisse, aburakoji, , nyora, ,24, , eveston park, 04 14410088,2711313,3
,,,,,,,,,,,,,,,
   usa, f,28,19880102, , evan, chen, vic, brighton road,3038,5, disney court, cedar oaks, 8 81720410,9846613,4
,,,,,,,,,,,,,,,
   eng, f,33,19830924, ms, jacqueline, reier, qld, domville,3174,17, ashley drive, cowary station, 03 56827270,9547244,9
,,,,,,,,,,,,,,,
 , ,28,19880701, mr, kyle, tuckwell, vic, wendouree,6168,137, lyttleton crescent, ps 410896n, 02 68410907,7583688,8
,,,,,,,,,,,,,,,
   ita, , ,19740528, mr, ryan, giusto, nsw, helidon,2029,79, blackwell circuit, , 02 02759593,8124482,0
,,,,,,,,,,,,,,,
 ina, ,32,19840819, , charlize, susanto, vic, dandenong north,3355,18, , allenga downs, 618 13265404, 31 1570,9
,,,,,,,,,,,,,,,
   unk, f,34,19820922, ms, oliver, strainij, nsw, seaham,4060,18, sturt avenue, , 612 41064608,2112571,3
,,,,,,,,,,,,,,,
 usa, f,43, , , madison, wit , wa, north beach,4615,3, rosman circuit, , 08 12099993,5241501,7
,,,,,,,,,,,,,,,
 usa, f,38, , , renee, holder, nsw, lane cove west,3134,16, hawker sttreet, , 612 13018378,3629104,2
,,,,,,,,,,,,,,,
 usa, f,30,19861225, ms, benjamin, davidson, nsw, eumungerie,4352,524, couchman crescent, umavale, 612 01128809,6998893,2
,,,,,,,,,,,,,,,
   ind, m,34,19820511, , jesse, virini, wa, centennial park,4503,68, leahy close, , 618 28072534,3245091,5
,,,,,,,,,,,,,,,
   usa, f, ,19610502, , jessica, boyer, nsw, wollomombi,2213,2, lambrigg street, , 612 89839840,8701341,6
,,,,,,,,,,,,,,,
 sri, ,26,19900929, , holly, jayasuriya, , elwood,3087,3, mckeahnie street, euroka, 03 66570980,9431394,3
,,,,,,,,,,,,,,,
   ina, ,31,19851209, ms, emiily, pudjijono, qld, raglan,2148,38, scotney place, donna valley, 613 50156999,2886917,9
,,,,,,,,,,,,,,,
 usa, f,39,19770513, hon, benjamin, harper, wa, canning vale,4086,83, ovens street, , 618 35533061,3559020,6
,,,,,,,,,,,,,,,
   usa, f, ,19131205, ms, emiily, moss, vic, elmhurst,6159,41, baracchi crescent, mount erin, 08 44506974,6769266,5
,,,,,,,,,,,,,,,
 fin, ,27,19890222, dr, taylah, pasanen, , newkomb,2388,5, spiers place, , 02 42862680,3945467,9
,,,,,,,,,,,,,,,
 eng, f,13,20030719, , brooklyn, hutson, wa, burrup,5575,9, weather  street, , 08 89221904,8812690,8
,,,,,,,,,,,,,,,
   chi, f, ,19540204, , henry, chang, nsw, burragate,4211,29, cygnet crescent, , 02 90447613,2282077,5
,,,,,,,,,,,,,,,
 dut, ,9,20070923, ms, isabella, vanbritsom, nsw, bungu la,2029, , elizabeth crescent, rsd shee oak ridge, 612 69407210,6668598,3
,,,,,,,,,,,,,,,
 tha, f, ,19490418, , kylee, phatipatanawong, nsw, mapins well,2850,26, castieau street, , 2 18060729,9488527,3
,,,,,,,,,,,,,,,
   ind, ,27,19891011, , ethan, sihota, nsw, lake wyangan,7015,25, jewell close, , 2 20276188,3896624,4
,,,,,,,,,,,,,,,
   iri, m,26,19900911, mr, nathan, treacy, , pimlico,2099,21, lynch street, , 07 02653063,8732653,1
,,,,,,,,,,,,,,,
   unk, f, ,19490403, , aliza, aakre, vic, myrniong,6061,139, mckail crescent, , 08 63749520,8998804,6
,,,,,,,,,,,,,,,
   pak, f,33,19830512, , noah, shervani, qld, belrose,3442,99, tristania street, west road, 3 91456134,5368995,7
,,,,,,,,,,,,,,,
 ser, f,37,19790801, , , madzarevic, vic, walkerville south,3019,482, higgins crescent, , 08 95730619,8973257,2
,,,,,,,,,,,,,,,
   usa, f, , , ms, mia, burks, qld, parkwood,3131,405, henry melville crescent, , 613 97739507,6611307,8
,,,,,,,,,,,,,,,
   ser, m,28,19880720, , helena, delic, qld, laidley creek west,2066,6, harpur street, , 03 14673830,7461268,7
,,,,,,,,,,,,,,,
   chi, f,26, , hon, lauren, tay, qld, eumundi,3802,30, callaway crescent, , 3 82442425,4953692,3
,,,,,,,,,,,,,,,
 usa, f,29,19870525, , brody, patrick, qld, mount sheridan,3916,31, zcantlebury crescent, , 3 57456876,8662091,7
,,,,,,,,,,,,,,,
 eng, f,10,20060214, dr, archer, dickenson, qld, keppel sands,4132,4, janariplace, furlough house, 613 61986365,9218174,3
,,,,,,,,,,,,,,,
 afr, ,36,19800428, , james, mba, qdd, pony hills,2011,16, de smet place, , ,3942789,2
,,,,,,,,,,,,,,,
 unk, f,30,19860123, sgt, ethan, streich, qld, bushley,2357,7, sentry crescent, , 3 51528867,5069441,7
,,,,,,,,,,,,,,,
   usa, f, ,19080617, , kelsey, mcpherson, vic, mepunga,3148,14, callaghan street, , 8 16068638,5773374,2
,,,,,,,,,,,,,,,
 eng, f,27,19891005, mr, mikayla, haward, vic, harston,6215,72, alarmon crescent, 1langollen, 08 65927167,6052627,8
,,,,,,,,,,,,,,,
 ind, f,31,19850915, pfc, karmen, hament, qld, boodua,4825,12, musgrave street, , 02 45382134,2757611,9
,,,,,,,,,,,,,,,
   ara, ,29,19870713, mr, emiily, shakila, vic, wycheproof,4305,75, walker crescent, , 8 05038348,8589545,5
,,,,,,,,,,,,,,,
 unk, m, 3O,19860125, , william, , act, forde,4812,402, russell drysdale crescent, , 02 47026884,6043854,9
,,,,,,,,,,,,,,,
 unk, f,23,19930526, , tara, aarnoudze, nsw, mila,5042,3, barton highway, pink lake caravan park, 2 96178931,7442291,4
,,,,,,,,,,,,,,,
 eng, f, ,19160504, , georgia, hollands, sa, trott park, 474 0,1, bendora crescent, tumbeeluwa, 07 79182561,2878103,0
,,,,,,,,,,,,,,,
 dut, f, ,19220301, ms, annabella, pukstys, qld, north aramara,4702,8, balanu place, , 613 51720723,3395934,2
,,,,,,,,,,,,,,,
 ser, f,27,19891005, , kiera, , vic, yabba north,2233,78, cknoke avenue, killarney, 8 38366007,6281446,8
,,,,,,,,,,,,,,,
 rom, ,24,19920519, , tasman, dodos, qld, karara,3984,24, wheeler crescent, pontres na, 3 28873266,1024231,1
,,,,,,,,,,,,,,,
   eng, m,21,19951116, , patrick, merchant, nsw, ashfield,4702,42, schinckel place, , 2 42860246,6035708,5
,,,,,,,,,,,,,,,
   usa, ,34,19820409, pfc, jessica, elliott, , mundingburra,4702,174, counsel street, , 07 76682426,2498745,9
,,,,,,,,,,,,,,,
   gre, ,42,19740926, ms, timothy, engarchos, vic, ,2470,10, spence place, , 8 82587306,4578373,2
,,,,,,,,,,,,,,,
   eng, f,22,19940827, dr, shana, vipond, nsw, bega,3356,145, pennefather street, burraminga, 02 47575772,6304221,2
,,,,,,,,,,,,,,,
 chi, f,12,20040222, ms, ky, ju, , wye ,3137,61, attunga street, , 04 21709299,7616616,2
,,,,,,,,,,,,,,,
 chi, f,34,19820224, , esme, ly, , euramo,2062,6, hair place, hurlstone agricul, 03 60619607,9349331,8
,,,,,,,,,,,,,,,
   ind, f,36, , , ebony, ramamuthe, wa, padbury,2535, , clode crescent, , 8 58814209,5336738,2
,,,,,,,,,,,,,,,
   eng, m, ,19590710, , harriet, haggard, qld, sarina beach,4701,857, d'hage court, , 03 26067528,9219140,3
,,,,,,,,,,,,,,,
   ind, ,34,19820904, , daniel, talreja, nsw, hurlstone park,4161,8, amaroo avenue, , 02 72362453,9041972,7
,,,,,,,,,,,,,,,
   usa, m,38,19780917, , ellie, larson, qld, bilgola plateau,6532,27, kingham place, , 03 72841773,1086987,8
,,,,,,,,,,,,,,,
 usa, f,31,19851017, ms, katel in, fuentes, vic, mincha,4213,72, bussell crescent, , 02 15631941,6086751,3
,,,,,,,,,,,,,,,
   ind, f,21, , mr, jordan, budhwani, vic, outtrim,2137,10, abernethy street, , 08 63775468,7140555,1
,,,,,,,,,,,,,,,
   rom, ,24,19920519, , tasman, dodos, qld, karara,3984,24, wheeler crescent, pontresina, 3 28873266,1024231,1
,,,,,,,,,,,,,,,
 eng, f,36,19800708, mr, barnaby, wyman, nws, chittaway bay,3088,9, chewings street, archdale back, 02 98630943,9552329,2
,,,,,,,,,,,,,,,
   ina, f,26,19900306, , , sutanto, qld, ormeau,3072,29, murranji street, , 3 86523531,5106714,4
,,,,,,,,,,,,,,,
 ind, ,21,19951219, , gemma, palshickar, , mentone,2800,36, coxen street, , 04 49382870,3774458,8
,,,,,,,,,,,,,,,
   fin, f,11,20050627, , adam, paatelainen, vic, westmere,3138,719, dennis street, locn 1901, 08 84713552,4835676,0
,,,,,,,,,,,,,,,
   ind, f,11,20051211, ms, joshua, kalpna, nsw, lochinvar,4306,200, a'beckett street, , 07 28719357,5495188,8
,,,,,,,,,,,,,,,
   swe, , ,19270816, , samuel, sÆther, nsw, torrington,2716,36, paul coe crescent, lazy acres, 2 76907058,4728759,7
,,,,,,,,,,,,,,,
   chi, ,30,19860225, ms, jessica, jan, , caulfield,2470,4, rivett street, berkley lodge, 08 60400837,9480642,1
,,,,,,,,,,,,,,,
   usa, f,31,19850327, , barnaby, rush, nsw, upper lansdowne,4225,2, wettenhall circuit, , 04 87425045,8551584,2
,,,,,,,,,,,,,,,
 chi, f, ,19200112, dr, mi , toy, qld, berajondo,5043,22, maccallum circuit, , 613 52496429,5379844,9
,,,,,,,,,,,,,,,
 usa, m,30,19861004, , joshua, cotton, nsw, spring hill,5070,59, sculptor street, , 2 758981 23,6359306,7
,,,,,,,,,,,,,,,
   fin, f,35,19810227, , joshua, keinonen, vic, black hill,3775,29, cavanaugh street, , 618 71879857,2578644,0
,,,,,,,,,,,,,,,
 chi, ,24,19920711, , shandril, hs u, nt, sanderson,2221,31, knox street, , 3 96596253,1144903,0
,,,,,,,,,,,,,,,
 usa, f,12,20041101, , gianni, flowers, nsw, lower creek,2251,1, hemmings crescent, la gi, 02 92425568,3608865,4
,,,,,,,,,,,,,,,
   usa, f,27,19890507, ms, matthew, , nsw, goodooga,2192,12, newman morris circuit, manor court, 2 75070414,9615592,8
,,,,,,,,,,,,,,,
   ind, f, ,19440116, pfc, tara, kotla, nsw, brundee,3181,7, skardon street, , 612 42074926,6488327,6
,,,,,,,,,,,,,,,
   fin, ,38,19781103, , liam, ankelo, qld, banks pocket,3071,23, gelane street, , 613 72282492,4825352,9
,,,,,,,,,,,,,,,
   ind, m,26,19900920, ms, kallie, maji, vic, three bridges,2287,5, west ck retire vlge, , 03 47098247,6093657,4
,,,,,,,,,,,,,,,
   eng, ,31,19850223, col, monique, snelling, vic, carrajung,5011,26, de grey place, , 8 54384833,2329017,6
,,,,,,,,,,,,,,,
 unk, ,29,19870828, , madelyn, strehovski, sa, avenue range,6210, 15 1, brereton street, , 617 50216002,1752512,0
,,,,,,,,,,,,,,,
 gre, f, ,19450416, , brianna, tsochatzopoulou, , hillide,6461,50, wedge crescent, littlemount, 04 74074094,7769492,2
,,,,,,,,,,,,,,,
   unk, f,34,19821228, , jayde, aaternir, nsw, curban,4403,10, kallara close, willowcrest, 612 57614999,1555615,9
,,,,,,,,,,,,,,,
   eng, ,34,19820428, ms, aiden, hameldon, vic, ashgrove,2065,71, maclachlan street, , 08 09813651,9995090,5
,,,,,,,,,,,,,,,
   ind, ,34,19820117, , nathan, lakhwaney, tas, scottsdale,3286,296, southern close, trumalon, 617 29479820,9072649,5
,,,,,,,,,,,,,,,
 rom, , ,19431230, mr, kirra, galca, vic, cranbourne,3450,11, kinleyside crescent, , 08 53359498,3235886,7
,,,,,,,,,,,,,,,
   unk, m,27,19891023, , jaxson, straw, wa, palmyra,6009,74, lamb place, , 08 69400028,6753738,6
,,,,,,,,,,,,,,,
   hun, , ,19320413, , ebony, deak, qld, danbulla,7249,5, brebner street, , 613 48384880,2043308,0
,,,,,,,,,,,,,,,
   usa, f,10,20060324, ms, freya, benson, vic, tungamah,4105,47, dianella street, , 08 80558844,4840280,6
,,,,,,,,,,,,,,,
 eng, f, , , ms, benjamin, derricks, nsw, binnaway,2087,6, maren go place, , 08 96952901,1595724,7
,,,,,,,,,,,,,,,
 ind, f,28,19880115, , caitlin, shashwat, nsw, delegate,3193,13, castieau street, , 2 54732481,3658660,7
,,,,,,,,,,,,,,,
   eng, f,41,19751204, pfc, hayden, ness, vic, williamstown,4061,27, halfrey circuit, , 03 14357761,2402267,0
,,,,,,,,,,,,,,,
 usa, m, , , , bethany, gallegos, qld, spring bluff,5162,347, ballumbir street, , 613 59667995,4779530,1
,,,,,,,,,,,,,,,
 eng, f,31,19850816, , cameron, danielson, vic, karisbrook,3400,15, the pines avenue, , 8 28332008,7719039,2
,,,,,,,,,,,,,,,
 sri, ,31,19850919, mr, luke, jayaratne, nsw, arthurville,4213,27, bindel street, riverside professional centre (cnr banks, ,3628440,1
,,,,,,,,,,,,,,,
   afr, f,19,19970415, mr, jacob, coker, nsw, harrington park,5330,10, wybalena grove, hillandale, 02 86881794,9766442,9
,,,,,,,,,,,,,,,
   chi, f, ,19080611, ms, eliza, sek, nt, pine creek,3081,3, hopkins street, hazelwood garden, 03 20995777,2503937,0
,,,,,,,,,,,,,,,
   usa, f,29,19870922, , lachlan, , nsw, punchbowl,3131,94, croton street, , 612 34425074,4023453,4
,,,,,,,,,,,,,,,
   ira, f, ,19070622, , mia, madani, act, turner,2093,15, whitfield circuit, , 612 51195787,5821099,2
,,,,,,,,,,,,,,,
 ind, f,31,19850429, , felicity, patiala, qld, frazerview,3163,2, john cleland crescent, , 613 16888296,5654466,2
,,,,,,,,,,,,,,,
 usa, f,36,19800914, , max, shelton, qld, golden fleece,2287,35, maccallumocircuit, , 03 26258407,3860244,9
,,,,,,,,,,,,,,,
 swe, f,10,20060725, ms, cheree, forsman, qld, inglewood,2171,34, mcnamara street, , 03 59629037, 4419 04,6
,,,,,,,,,,,,,,,
   chi, f, ,19760202, ms, alisa, miu, qld, alsace,4017,19, tillyard drive, , 03 48097821,5614172,4
,,,,,,,,,,,,,,,
 usa, m,35,19810808, , caitlin, ryan, nsw, collaroy,4810,15, wakelin circuit, centenary marketplac, 612 24890061,6313282,9
,,,,,,,,,,,,,,,
   usa, f,22,19940304, , lachlan, wilcox, qld, willow vale,4103,75, rule street, , 03 65020973,4533351,8
,,,,,,,,,,,,,,,
 chi, f,25,19910708, , katelyn, bi, nt, elliott,4152, 5 6, rowley place, , 3 69547907,5730853,6
,,,,,,,,,,,,,,,
   eng, ,9,20071231, , lucas, archer, qld, caravonica,4850,2, julia flynn avenue, , 03 06458649,9066051,6
,,,,,,,,,,,,,,,
   usa, f,24,19920828, ms, april, kirby, tas, ansons bay,3163,123, evelyn owen crescent, , 617 82080384,3480690,9
,,,,,,,,,,,,,,,
   nor, f,21, , , olivia, buraas, qld, rocky creek,2031,30, monkman street, , 3 19681533,8553624,1
,,,,,,,,,,,,,,,
   usa, m,29,19870210, , jack, vasquez, nsw, glenmore park,2116,1, millhouse crescent, , 612 55838016,4419223,2
,,,,,,,,,,,,,,,
   eng, f,7,20090201, , wil, pemberton, nsw, narellan vale,3796,14, kallara close, , 612 87048384,8290050,9
,,,,,,,,,,,,,,,
   , m, ,19960620, , montanna, godfrey, nsw, wang wauk,5061,1, , , 03 80015682,9875981,5
,,,,,,,,,,,,,,,
 usa, f,30,19860708, pfc, emma, whiteley, nsw, clarence town,5159,42, allwood street, , 612 70283928,1131141,0
,,,,,,,,,,,,,,,
 usa, f,32,19840619, dr, taliah, waller, nsw, monga,2517,8, gordon place, , 02 653 0677,9017698,9
,,,,,,,,,,,,,,,
 pak, ,26, 19900 30, , sophie, mihrani, nsw, broadmeadow,4703,35, handcock crescent, gundaline, 612 81331759,1529079,7
,,,,,,,,,,,,,,,
   ind, f,9,20071204, , silas, sajeev, vic, donvale,6059,92, michell street, tabbagong, 08 21566464,9346339,2
,,,,,,,,,,,,,,,
   usa, ,31,19850120, , chelsea, ratliff, , thornbury,4503,11, bertram street, , 03 17951564,2715172,6
,,,,,,,,,,,,,,,
   sri, f, , , , isobel, wijesinghe, nsw, bolivia,810,267, farncomb place, , 02 92299510,9830308,2
,,,,,,,,,,,,,,,
   unk, , ,19820221, dr, nicholas, sckel, nsw, wardell,5242,314, bussell crescent, , 03 93442410,6254346,3
,,,,,,,,,,,,,,,
 ind, f,29,19870730, pfc, emiily, ulla, , parkville,3304,151, barrom street, , ,8575533,6
,,,,,,,,,,,,,,,
 ind, f,39,19770215, pfc, ayla, vasi, nsw, erskineville,3227,27, clive steele avenue, , 612 71765937,1995008,5
,,,,,,,,,,,,,,,
 ind, f,22,19940331, mr, jack, kaikini, vic, woorin n,2540,1, nicklin crescent, st vincents medical centre, 618 12219254,2316816,4
,,,,,,,,,,,,,,,
   ita, ,41,19751112, , rosie, antonini, nsw, tennyson point,2220,53, krichauff street, , 612 95656791,9316357,5
,,,,,,,,,,,,,,,
   , ,31,19850401, mr, rebecca, barritt, act, garran,3108,8, outtrim avenue, , 612 10649220,3054717,8
,,,,,,,,,,,,,,,
 usa, f,21,19950825, ms, kristo, , sa, keyneton,3284,15, koobina place, , 07 98565789,9757209,0
,,,,,,,,,,,,,,,
 unk, f,33,19830519, , kyle, abbetmeyer, nsw, walgett,516,25, pennington crescent, , 02 04596600,1392069,0
,,,,,,,,,,,,,,,
   usa, m,32,19840517, mr, james, kelley, qld, hay point,2229,58, towner place, , 3 41971331,6478405,5
,,,,,,,,,,,,,,,
 ind, ,32,19840602, ms, emiily, vanchinathan, nsw, tacoma,6258,18, packham place, , 612 473 60015,7682337,1
,,,,,,,,,,,,,,,
   eng, f,25,19910911, , molly, smythe, nsw, box hill,2321,107, jardine street, redwood village, 03 92713562,1960204,7
,,,,,,,,,,,,,,,
   ind, f,38, , pfc, callum, maude, sa, jabuk,2318,138, kallaroo road, , 617 63175963,1038389,0
,,,,,,,,,,,,,,,
 eng, ,28, 19880 01, mr, keziah, speight, sa, campbelltown,5064,20, clubbe crescent, , 07 80290243,1451177,6
,,,,,,,,,,,,,,,
 ind, f,26,19900203, , shantal, ail ni, vic, robinson,5068,30, ligertwood street, , 8 40105078,8386627,1
,,,,,,,,,,,,,,,
 usa, f,29,19870111, hon, sophie, cross, sa, yaninee,3076,28, burkitt street, glenlee, 617 96806336,8701217,4
,,,,,,,,,,,,,,,
 tur, , ,19090528, , eva , karatay, qld, rocky creek,3401,40, tambo street, rick-leigh, 08 05923039,1043977,6
,,,,,,,,,,,,,,,
 , m,37,19791227, dr, ebojy, pascoe, , railway estate,5201,50, bacchus circuit, , 07 42141281,4858734,3
,,,,,,,,,,,,,,,
 usa, f,28,19880511, dr, jay, cox, vic, julimar,3186,18, fraenkel street, , 618 40 828108,9920415,4
,,,,,,,,,,,,,,,
   abo, f,28,19880205, , lachlan, yunipingu, nsw, bemboka,2264,73, girdlestone circuit, rowethorpe, 02 47982500,4201750,3
,,,,,,,,,,,,,,,
 usa, f,30, , mr, georg a, sweet, nsw, erskineville,3147,5, messenger street, windalea, 2 68576119,4884802,0
,,,,,,,,,,,,,,,
   wel, f,32,19840308, ms, pino, beavan, nsw, wyrallah,3088,5, irvine street, , 612 38559133,7046262,5
,,,,,,,,,,,,,,,
   eng, f,33,19830414, , alexander, reynell, nsw, gerringong,3187,57, barnett close, , 2 12181146,8098291,9
,,,,,,,,,,,,,,,
 eng, ,38,19780226, , abbey, christians, vic, montrose,3129,48, launceston street, , 08 76244582,2331208,3
,,,,,,,,,,,,,,,
