 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
,,,,,,,,,,,,,,,
   ara, f,12, , , jake, rasha, vic, port welshpool,2101,9, fitzhardinge crescent, macsview, 618 43654816,3963765,5
,,,,,,,,,,,,,,,
   unk, f,27,19890117, ms, samuel, scollard, nsw, bass hill,2031,105, boobialla street, villa 3, 2 77709942,6781576,4
,,,,,,,,,,,,,,,
   usa, f,28,19880731, , alyssa, carr, tas, invermay,4872,32, boddington crescent, , 617 79402627,2543679,1
,,,,,,,,,,,,,,,
   jap, f,24,19920108, , giorgia, yuhara, vic, preston south,4350,7, rene street, , 8 01893725,6948751,6
,,,,,,,,,,,,,,,
   pol, ,20,19960819, , max, dikowski, nsw, maitland,4165,28, reveley crescent, , 02 64057575,5688501,7
,,,,,,,,,,,,,,,
   eng, ,36,19800718, dr, harry, alvey, nsw, jamestown,2259,15, crooke close, berkeley vlge, 2 09097243,7736462,3
,,,,,,,,,,,,,,,
   chi, ,24,19920615, col, zack, xiao, vic, cranbourne south,2135,37, powlett street, , 8 34516620,7456136,3
,,,,,,,,,,,,,,,
   afg, ,26,19900205, ms, georgia, afridi, nsw, north lismore,2025,107, stretton crescent, g i brahman stud, 02 95581891,2382876,3
,,,,,,,,,,,,,,,
   ger, f,35,19810128, ms, skye, bergen, vic, surrey hills,2560,15, nicklin crescent, , 04 49598524,5161852,6
,,,,,,,,,,,,,,,
   ina, m,25,19910613, , alia, salim, nsw, galore,3934,30, fihelly street, , 612 52913514,8175075,2
,,,,,,,,,,,,,,,
   chi, ,28,19881002, , olivia, yang, vic, eurobin,2830,17, brigalow street, euroka, 618 63448373,9998290,7
,,,,,,,,,,,,,,,
   ger, ,35,19810601, pfc, montana, blume, vic, mentone,5070,4, dunlop street, village on the green, 8 54019580,5933374,0
,,,,,,,,,,,,,,,
   ita, ,9, , pfc, james, bernoldi, , scarborough,3400,75, glass place, , 02 07053656,6814417,7
,,,,,,,,,,,,,,,
   unk, f, ,19170222, , isabella, abadi, sa, nonning,3132,7, blackett crescent, kirkside cottage, 07 30479194,2773961,0
,,,,,,,,,,,,,,,
   ind, f,24,19920626, , jack, rajmalani, wa, redcliffe,2290,30, bandulla street, berkeley vlge, 8 44383872,8919524,4
,,,,,,,,,,,,,,,
   eng, f,22,19940503, , amelia, fairbairn, sa, booleroo centre,5043,29, yarrawonga street, sec 1, 07 36315349,3314063,1
,,,,,,,,,,,,,,,
   cze, f, ,19800813, , harley, kinder, nsw, wandsworth,4405,49, bugden avenue, , 02 38520485,6483475,3
,,,,,,,,,,,,,,,
   eng, f,34,19820813, , noah, upton, nsw, blayney,2795,10, treacy place, villa 5, ,2759445,2
,,,,,,,,,,,,,,,
 unk, f, ,19440101, ms, stephanie, scolastique, nsw, orange,2077,29, o'haganstreet, forestvale, 07 37186274,8178434,2
,,,,,,,,,,,,,,,
   unk, f,28, , dr, lachlan, aaternir, nsw, ,2038,6, osmand street, , 02 89436183,1337317,0
,,,,,,,,,,,,,,,
   usa, m, ,19731120, , liam, villarreal, vic, watsonia,6151,6, green street, ruglen, 08 10737315,7804377,2
,,,,,,,,,,,,,,,
   usa, ,36,19800208, ms, dale, hughes, vic, walhalla,2326,3, oxley street, banksia village, 08 67006909,1350781,5
,,,,,,,,,,,,,,,
   unk, m,28,19880616, , zarran, abadi, nsw, bellbird,3105,33, hopetoun circuit, tryphinia view, 612 58655996,6710204,6
,,,,,,,,,,,,,,,
   unk, f, ,19310815, ms, bethany, scoby, nsw, abermain,3550,29, hoy place, rowethorpe, 02 29896260,2965789,4
,,,,,,,,,,,,,,,
   ind, ,22,19940106, , alice, venkatasubramani, sa, south brighton,2067,21, leahy close, medical centre, 07 97817353,8186350,0
,,,,,,,,,,,,,,,
   unk, f,30,19861222, , jayden, abbetmeyer, vic, werrimull,2316,118, namatjira drive, , 02 05513915,5644533,9
,,,,,,,,,,,,,,,
   usa, f,29,19870904, mr, daniel, lai, vic, leneva,2756,112, duffy street, shamrock vale, 8 35674674,8722148,7
,,,,,,,,,,,,,,,
   , f, ,19500319, , kelsye, rzesnicki, tas, north hobart,6062,5, smart place, glenview, 07 40853741,7835555,8
,,,,,,,,,,,,,,,
   ser, f,30,19860525, , tiarna, plecnik, qld, townsville milpo,4118,4, jennings street, , 3 24091163,9491298,7
,,,,,,,,,,,,,,,
   , f, , , ms, charles, longhurst, vic, westmere,4701,1, pickles street, , 8 04844094,2399002,2
,,,,,,,,,,,,,,,
   unk, m,8,20080829, , teaha, stratou, nsw, dunkeld,3072,10, collicott circuit, , 02 88868838,6128876,9
,,,,,,,,,,,,,,,
   ser, f,26,19901118, , alexander, bourek, nsw, bowral,2161,13, callabonna street, albion grove, 2 23122052,2013664,1
,,,,,,,,,,,,,,,
 eng, ,29,19870507, ms, mi chael, samuelson, vic, reservoir,2031,8, zox circuit, , 618 09401017,2876538,6
,,,,,,,,,,,,,,,
 ind, m, ,19960222, ms, lakhlan, rob, wa, malaga,4551,77, colefax place, , 8 78063242,5095143,2
,,,,,,,,,,,,,,,
   eng, ,26,19901104, ms, riley, mottershead, wa, carani,4500,10, carrodus street, denture clnc, 618 69989256,5688482,9
,,,,,,,,,,,,,,,
   chi, f,31,19850331, , coby, da, nsw, werrington downs,4207,27, shann place, , 612 72290639,6915842,4
,,,,,,,,,,,,,,,
   unk, ,26,19900327, ms, emiily, scollard, , st clair,2529,3, noble close, , 07 92217831,7508392,2
,,,,,,,,,,,,,,,
   unk, f,35,19810108, , brock, scirri, qld, muckadilla,7330,49, rivett street, , ,8857225,6
,,,,,,,,,,,,,,,
   unk, f, ,19750512, mr, lachlan, sclafani, nsw, eschol park,2548, , boddington crescent, , 02 75242182,7174889,9
,,,,,,,,,,,,,,,
   hun, ,41,19751122, , cooper, szuhay, vic, mordialloc,3074,62, heagney crescent, wandarri, 08 29728039,1715248,4
,,,,,,,,,,,,,,,
   ind, f,30,19860929, , nicholas, datar, qld, sheldon,6018,68, augusta court, memorial hospital, 3 32002556,1155714,5
,,,,,,,,,,,,,,,
   usa, f,32,19840602, , juliana, wilkerson, nsw, orient point,3152,5, gorrie close, avenue road, 02 78228254,8555958,6
,,,,,,,,,,,,,,,
   eng, f,22,19940914, ms, riley, winfield, qld, balmoral,2030,209, archibald street, , 04 47166974,1677367,7
,,,,,,,,,,,,,,,
   usa, m,13,20030624, , thomas, dickerson, nsw, bolwarra heights,2486,25, dann close, , 612 51962560,9543712,2
,,,,,,,,,,,,,,,
   eng, ,27,19890705, ms, flynn, hampson, nsw, leadville,2594,112, filshie close, knmre street, 612 22671845,8163485,3
,,,,,,,,,,,,,,,
   vie, f,28,19880102, ms, kristin, thai, qld, acacia ridge,2074,31, draper crescent, , ,9257417,8
,,,,,,,,,,,,,,,
   eng, f,25, , pfc, hannah, hardwick, qld, kleinton,5153,31, lambert street, , 3 40324413,5600541,1
,,,,,,,,,,,,,,,
   usa, ,33,19830125, , alexandra, farrell, vic, boho south,2233,43, denovan circuit, scenic lodge, 618 94902266,9099573,8
,,,,,,,,,,,,,,,
   eng, f, ,19511021, , ella, wootton, nsw, oberon,4655,59, arrietta close, anana, 04 04323798,9172907,0
,,,,,,,,,,,,,,,
   chi, f,34,19820519, , max, guang, nsw, clarence,3150,92, hawker street, , 612 41248191,2493679,5
,,,,,,,,,,,,,,,
   , f, , , , joshua, soave, nsw, warwick farm,6107,95, vowles road, , 2 71292322,5616144,5
,,,,,,,,,,,,,,,
   swe, f,21,19950313, dr, samuel, holmgren, wa, upper swan,5013,125, power street, arabian stud kelkette park, 08 95259931,4443240,3
,,,,,,,,,,,,,,,
   ind, f, ,19961006, , flynn, sruthi, , sandy bay,2037,474, wentworth avenue, yellow dam, 02 81384638,5799527,5
,,,,,,,,,,,,,,,
   eng, m, ,19431025, , sarah, trevis, qld, donnybrook,2431,53, duigan street, , 03 19603876,4219792,9
,,,,,,,,,,,,,,,
   pak, f,20,19960429, , lucy, ushtarani, tas, interlaken,7173,79, jarvis place, , 7 77911310,3613037,0
,,,,,,,,,,,,,,,
   unk, m, ,19140322, , mitchell, scogin, wa, coolbinia,3054,137, chillagoe street, , 8 08946655,9563101,6
,,,,,,,,,,,,,,,
   eng, ,33,19830323, , benjamin, hambledon, , apsley,7008,37, springbett street, sheep station, 08 11137819,1608555,0
,,,,,,,,,,,,,,,
   eng, f,19,19970919, ms, richard, brewster, vic, bungador,7172,13, city walk, , 08 19818035,5036671,1
,,,,,,,,,,,,,,,
   unk, f,32,19840829, mr, , strangway, nsw, swanhaven,4508, , boake place, , 02 76236075,2422353,5
,,,,,,,,,,,,,,,
   unk, m,33,19830121, , lily, sciacca, wa, gibb,4007,4, quinlivan crescent, budd ridge, 07 84117659,6252136,9
,,,,,,,,,,,,,,,
 eng, f,29,19871213, ms, alaiiah, rennoll, vic, murtoa,4216,5, tregellas crescent, rosetta village, 08 79476646,3083547,0
,,,,,,,,,,,,,,,
   unk, f,2, , , joshua, scogin, vic, ringwood east,2325,509, bannerman place, , 08 17399762,1760244,0
,,,,,,,,,,,,,,,
   unk, , ,19250801, , james, scottjackson, tas, three hummock island,4564,23, darwinia terrace, st mathews retmnt, 7 45452961,2357591,5
,,,,,,,,,,,,,,,
   ind, f, ,19521011, , riley, mahavira, nsw, jackadgery,7015,84, julia flynn avenue, greenslopes, 612 00264364,9612482,5
,,,,,,,,,,,,,,,
   usa, f,21,19951117, , amber, hubbard, tas, marion bay,4556,155, goodenia street, , 07 94792066,2398177,8
,,,,,,,,,,,,,,,
   usa, ,23, , ms, emma, solomon, wa, greenwood,4509,148, alanson place, , 08 57681479,7524562,9
,,,,,,,,,,,,,,,
   eng, , ,19920603, dr, shanaye, pryor, vic, tonimbuk,3021,32, aronson crescent, , 08 77106063,1869477,8
,,,,,,,,,,,,,,,
 usa, f, 2 1,19950713, , jock, vang, nsw, corobimilla,3170,19, majura avenue, st john of god hospital, 2 09122155,5330987,7
,,,,,,,,,,,,,,,
   ger, m,27,19890911, ms, karli, schechter, vic, ferntree gully,3810,15, ainslie avenue, greenbank, ,5814569,3
,,,,,,,,,,,,,,,
   usa, , ,19520504, pfc, harry, estrada, sa, kilburn,2030,116, britten-jones drive, , 7 09974664,8838138,7
,,,,,,,,,,,,,,,
   ind, f,23,19930817, , jacob, nilu, nsw, sutherland,3163,21, webster street, , 612 61125328,3260463,3
,,,,,,,,,,,,,,,
   usa, ,29,19870220, ms, caleb, marquez, wa, ledge point, ,39, ballumbir street, creston, 8 19389101,8814126,1
,,,,,,,,,,,,,,,
   usa, f,38, , , larissa, bradford, vic, koyuga,2076,3, blackham street, marretah, 618 81592919,9953203,1
,,,,,,,,,,,,,,,
   dan, , ,19860127, mr, kaitlin, kaustrop, nsw, little plain,3184,4, zeitz court, kisimul, 2 96497295,3128004,5
,,,,,,,,,,,,,,,
   chi, f,29,19870612, pfc, christian, sz, , camden,2154,34, mugga way, unt 3, 04 75181461,6332196,1
,,,,,,,,,,,,,,,
   usa, f,9,20070926, ms, emiily, knapp, qld, ,2580,2, burnie street, st lawrence park, 03 29487877,3915223,7
,,,,,,,,,,,,,,,
   ind, f, ,19140927, , nathan, mansukhani, nsw, devonport,4119,48, novar street, keranna, 02 66862943,6933556,9
,,,,,,,,,,,,,,,
   hun, f,11,20051130, , elton, juhÁsz, vic, mailer flat,2031,13, ashkanasy crescent, stonington, 618 76018248,2423510,6
,,,,,,,,,,,,,,,
   unk, , ,19760907, , holly, abbatista, qld, corio,5168,39, hawkesbury crescent, moorillyah, 03 46126698,8428255,8
,,,,,,,,,,,,,,,
   eng, f,12,20041203, , alexander, edwardson, vic, ,2121,23, colebatch place, , 08 64891380,2711953,2
,,,,,,,,,,,,,,,
   eng, f, ,19870813, , taliah, elder, qld, ,4154,5, nona place, rosedale, 3 39424030,4201071,7
,,,,,,,,,,,,,,,
   fin, f,26,19901008, , kirrah, heikkilÄ, vic, dereel,7330,14, sinclair street, , 08 85476374,3787574,0
,,,,,,,,,,,,,,,
   ind, m,31,19850328, , samantha, ravuri, sa, elizabeth downs,4556,58, groom street, crestview, 617 78978350,2845709,6
,,,,,,,,,,,,,,,
   ina, f, ,19041209, ms, nikki, lie, nsw, frederickton,2800,7, archibald street, , 02 24148222,7177529,9
,,,,,,,,,,,,,,,
   pak, f,22,19940707, , flynn, dummirasi, , dural,7321,1, mckillop circuit, , 08 59794244,1837383,7
,,,,,,,,,,,,,,,
   pol, f,22,19940408, , hayden, bielecki, wa, maddington,2260,58, , , 08 39953772,6856605,7
,,,,,,,,,,,,,,,
   usa, f, ,19880215, , joshua, glenn, wa, canna,3165,140, temperley street, abbaston, 08 06093732,4994416,4
,,,,,,,,,,,,,,,
   ind, f,26,19900804, dr, fraser, sahar, vic, canterbury,2291,63, bowling place, , 618 53292319,8810669,6
,,,,,,,,,,,,,,,
   , m,27,19890611, ms, reganne, campbell, nt, karama,5022,54, badimara street, , 3 64862787,5352635,5
,,,,,,,,,,,,,,,
   , m, ,19540706, , jasmyn, ottewell, vic, montrose,2095,1, , , 08 27224701,9414855,8
,,,,,,,,,,,,,,,
   eng, f,8,20080516, , madison, sempers, vic, hughes,4217,15, murphy street, , 618 00760824,1088992,9
,,,,,,,,,,,,,,,
   unk, f,31,19851022, hon, lara, strampher, nt, finke,4500,8, bonney street, , 3 73372120,7348323,4
,,,,,,,,,,,,,,,
   ind, f,24,19920403, mr, isaac, chaterju, sa, whyte yarcowie,4215,41, knoke avenue, , 7 13953626,8367113,6
,,,,,,,,,,,,,,,
   ger, f,28,19880214, ms, benjamin, worns, nsw, balickera,2325,60, favell place, kurrabri, 2 68169661,1389340,0
,,,,,,,,,,,,,,,
   pol, f,36,19801114, , , bonk, , mosman,2101,51, fox place, , 08 24699597,1914202,2
,,,,,,,,,,,,,,,
   unk, ,36, , , jacqueline, abbatista, qld, cedar creek,2121,1891, mackellar crescent, parkwood piazza, 3 14927302,7102625,8
,,,,,,,,,,,,,,,
   eng, f, ,19141114, , benjamin, mark, vic, ocean grove,2640,116, noarlunga crescent, , 8 25689698,4927591,8
,,,,,,,,,,,,,,,
   pol, f, ,19220520, mr, jade, fialkowska, nsw, fairfield west,6155,2, warramoo crescent, riversdale caravan park, 04 09468422,6965377,0
,,,,,,,,,,,,,,,
   cze, f,19,19970921, , thomas, repcsak, vic, lindenow south,2448,1, birdwood street, , 8 77363936,5635849,5
,,,,,,,,,,,,,,,
   unk, f,11,20050503, , lucas, abbetmeyer, qld, glendale,3280,41, yiman street, , 613 86646369,2321066,8
,,,,,,,,,,,,,,,
   unk, f,37,19790815, dr, matthew, streckfuss, , ashford,6055,12, steffanoni circuit, , 03 61644134,6945709,6
,,,,,,,,,,,,,,,
   chi, f,21,19950529, ms, bailee, miau, nsw, mogo,5000,6, hirst place, flt 10, 02 16948372,8428849,6
,,,,,,,,,,,,,,,
   afr, f,37,19790108, ms, beau, haile, , port kembla,6110, , pollock street, , 08 17995260,9463449,2
,,,,,,,,,,,,,,,
   unk, f,41, , , oliver, abbetmeyer, , beachmere,3238,11, hakea crescent, , 07 68076611,2141181,2
,,,,,,,,,,,,,,,
   hun, f,22,19940115, ms, oliver, bakics, sa, goodwood,2650,11, bruxner close, st francis vlge, 617 26424915,6294656,7
,,,,,,,,,,,,,,,
   eng, f,24,19921001, , kyle, bardsley, nsw, oxley,4211,45, degraves crescent, , 07 16660913,4604514,4
,,,,,,,,,,,,,,,
   jap, m,10,20061030, , shanaye, , wa, carey park,3805,1, murranji street, , 8 10898113,9218803,2
,,,,,,,,,,,,,,,
   usa, f,36,19800915, ms, alivia, joseph, , campsie,4305,13, bellinger circuit, , 07 25815051,4006518,2
,,,,,,,,,,,,,,,
   usa, ,25,19911031, ms, emiily, mays, wa, tonebridge,2100,31, macrossan crescent, karoola, 8 90718835,5345681,6
,,,,,,,,,,,,,,,
   swe, ,12,20040815, , emma, alsvik, qld, point lookout,6230,67, mathieson crescent, sec 1, 613 69159080,3668271,0
,,,,,,,,,,,,,,,
   ara, m,26,19900217, , madeleine, hubayshah, nsw, lyndhurst,3225,6, kinalung place, the mews royal hotel bldg, 2 55885672,1941257,9
,,,,,,,,,,,,,,,
   rom, f,7,20090130, mr, trent, mondragon, vic, whorouly,6168,51, hopetoun circuit, , 08 67044094,6818163,9
,,,,,,,,,,,,,,,
 eng, f,25,19910729, , matthew, dukeson, vic, tonqala,2791,175, discovery street, edinburgh vlge, 8 75156591,1427007,8
,,,,,,,,,,,,,,,
   ind, f, , , , wade, muthukumar, nsw, spicers creek,7310,3, osburn drive, , 612 48282590,3759312,8
,,,,,,,,,,,,,,,
   unk, m,28,19881116, mr, jordan, strapp, nsw, baldry,3337,5, bilton place, , 612 30250479,4820329,8
,,,,,,,,,,,,,,,
   ger, m, ,19311114, ms, jaimee, elsesser, qld, safety beach,2257,1143, st john crescent, , 02 25863174,8811370,2
,,,,,,,,,,,,,,,
   , f,26,19900521, , christopher, lamacka, tas, western junction,6150,10, brunswick circuit, , 07 32101093,4241952,3
,,,,,,,,,,,,,,,
   usa, m, ,19001129, , jayde, durham, , cabramatta west,7009,1, sinclair street, locn 7560, 03 34241940,1709805,2
,,,,,,,,,,,,,,,
   unk, ,24,19921217, , , sckel, , broken hill,2580,54, william webb drive, grant patch, 08 87021056,8975848,5
,,,,,,,,,,,,,,,
   eng, ,32,19841007, ms, sam, ibbot, wa, willagee,2010,16, harpur street, kokoda hostel, 08 21706217,1204908,6
,,,,,,,,,,,,,,,
   eng, f,26,19901203, , rebecca, ethanson, nsw, west hoxton,3024,230, glossop crescent, , 02 18352896,8568215,9
,,,,,,,,,,,,,,,
   dut, ,35,19810705, , thomas, roding, vic, bittern,2263,26, farrelly close, , 618 44340360,9482956,1
,,,,,,,,,,,,,,,
   chi, f,23,19930314, ms, courtney, jyang, nsw, willoughby east,3040,12, marston place, the stables, ,5425527,6
,,,,,,,,,,,,,,,
   eng, ,30,19860612, ms, william, bernardson, nsw, tooraweenah,3038,99, pinkerton circuit, locn 1025, 02 37696650,2365676,9
,,,,,,,,,,,,,,,
   unk, f, ,19300728, , isaac, strehovski, sa, vista,2088,73, allchin circuit, , 617 29999411,2297663,8
,,,,,,,,,,,,,,,
   usa, f,33,19830705, , bailey, jefferson, vic, cranbourne east,2571,64, langley place, , ,7020541,7
,,,,,,,,,,,,,,,
   ger, ,12,20041120, , dillon, kallenberger, nsw, tooraweenah,4305,33, alroy circuit, , 612 99332106,3131355,4
,,,,,,,,,,,,,,,
   usa, f, ,19310820, , caitlin, parks, sa, lock,3137,68, coverdale street, old mia mia school, 617 95803566,6083734,7
,,,,,,,,,,,,,,,
   dut, f,11,20050614, , riley, keemer, tas, smithton,2612,2, pulleine crescent, , 617 20776556,2929669,3
,,,,,,,,,,,,,,,
   unk, f,27,19890812, mr, matthew, abbatista, sa, cavan,3885,27, golden grove, kellys lookout, 07 15963293,3235801,6
,,,,,,,,,,,,,,,
   chi, f,33,19830602, , samuel, hsu, vic, merlynston,3065,5, lacey place, , 08 54089797,7646459,8
,,,,,,,,,,,,,,,
   ita, f, ,19350212, , matthew, lusieri, nsw, ashbury,4865,3, dolling crescent, plain view, 02 65899027,8184051,2
,,,,,,,,,,,,,,,
   usa, f,29, , ms, trey, ramirez, nsw, monteagle,2827,3, priddle street, laurel bank, 2 09548919,8124867,0
,,,,,,,,,,,,,,,
   nor, f,23, , , isabella, victorsson, qld, condon,6152,33, thompson place, , 03 41059694,3217180,1
,,,,,,,,,,,,,,,
   dan, f,29,19870202, , james, vilfort, nsw, east corrimal,6019,18, burrinjuck crescent, , 612 52226867,5199616,3
,,,,,,,,,,,,,,,
   afr, f,23,19930420, , troy, coetzee, vic, fountain gate,3805,50, chewings street, , 618 84038129,5422952,0
,,,,,,,,,,,,,,,
   usa, ,23,19930501, , phoebe, page, vic, trawool,2570,6, mckinlay street, , 08 75232317,3022179,2
,,,,,,,,,,,,,,,
   eng, f,32,19840405, dr, jacob, fairclough, nsw, coonabarabran,6059,13, , kangaroo grnd, 612 63268315,7717404,5
,,,,,,,,,,,,,,,
   chi, ,26,19901207, , lachlan, tsan, nsw, leppington,6065,95, yambina crescent, myliton, ,6554403,1
,,,,,,,,,,,,,,,
   eng, f,31,19850525, ms, brooke, deadman, nsw, wattamolla,4226,40, gaunson crescent, cooranga, 02 65199085,7138986,7
,,,,,,,,,,,,,,,
   usa, f,28,19880505, , charlotte, clarke, qld, nathan,3130,12, price place, , 3 45679123,1459455,2
,,,,,,,,,,,,,,,
   ara, f,28,19880906, , timothy, saiqa, wa, yoting,3280,29, mundawari circuit, doubtful ck, 08 33334437,8071269,6
,,,,,,,,,,,,,,,
   vie, f,38,19781126, , jye, kieu, vic, drummond north,5073,164, clara close, , 8 24661172,6553108,3
,,,,,,,,,,,,,,,
   chi, f,36,19800411, , isabella, lum, qld, condamine farms, ,20, , , 03 65035014,2012849,9
,,,,,,,,,,,,,,,
   afg, , ,19940603, , caitlin, , , killara,2074,13, wilkins street, , 03 59195091,5296223,4
,,,,,,,,,,,,,,,
   usa, ,28,19880528, , matteus, le, nsw, ulamambri,2470,25, weetman place, , 612 70134116,5634588,2
,,,,,,,,,,,,,,,
   ind, ,29,19871010, , sophie, manas, vic, ararat,2076,48, clem hill street, , 08 95163709,3922052,8
,,,,,,,,,,,,,,,
   eng, m,28,19881006, , , pound, sa, edillilie,3753,30, beattie crescent, , 07 19214066,9248198,3
,,,,,,,,,,,,,,,
   cze, f,28,19880521, ms, , subrick, wa, myrup,6104,13, leahy close, , 07 48156607,3595780,3
,,,,,,,,,,,,,,,
   eng, f,32,19841215, , kasey, rutherfurd, vic, brighton,3000,6, lee-steere crescent, , 618 96770263,5393433,2
,,,,,,,,,,,,,,,
   ita, f,27,19890522, , shaun, macciocchi, nsw, alfords point,3705,39, angas street, , 02 61386778,9655096,0
,,,,,,,,,,,,,,,
   ind, f,31,19850331, cpl, stirling, sandhu, qld, coombabah,7310,18, kiewa street, north lakes estate, 613 17973766,5306693,2
,,,,,,,,,,,,,,,
   tha, f,27,19891003, , chloe, tomson, vic, gisborne,3638,91, lochbuy street, , 618 02360598,2942902,7
,,,,,,,,,,,,,,,
   unk, f, ,19060727, , takara, abbondandola, qld, millmerran woods,2140,11, jerrabomberra avenue, , 613 76844024,8511636,1
,,,,,,,,,,,,,,,
   chi, m,29, , ms, finn, man, nsw, broadmeadow,2663,13, port arthur street, inishmore, 612 33022173,1982892,0
,,,,,,,,,,,,,,,
   unk, m,27,19890423, , casey, scopel, nsw, eungai creek,3630,152, brinsmead street, larook, 02 02379034,2742375,9
,,,,,,,,,,,,,,,
   eng, m,35,19811117, , tarnee, wortham, vic, seville,3888,3, port jackson circuit, , 618 68434875,7446119,5
,,,,,,,,,,,,,,,
   ind, m,34,19820703, , alisa, sahadev, nsw, albion park rail,2132,15, spafford crescent, , 2 42964494,5029766,7
,,,,,,,,,,,,,,,
   unk, f, ,19250109, ms, phoebe, stranger, vic, connewarre,3677,19, oliver street, , 8 84809967,4803121,8
,,,,,,,,,,,,,,,
   usa, m,27, , , lukas, garza, nsw, liberty grove,2047,46, wettenhall circuit, , 03 24942917,1783227,4
,,,,,,,,,,,,,,,
   eng, f,12,20040113, , megan, dannel, , moree,2037,3, lowanna street, , 02 17230945,5717887,3
,,,,,,,,,,,,,,,
   usa, f,27,19891221, , jasper, lee, nsw, fingal head,3375,17, normanby crescent, glenhurst, 612 52858370,6359025,1
,,,,,,,,,,,,,,,
   unk, f,25,19910901, , chloe, aarts, qld, byfield,6053,30, chubb place, scottsdale, 07 11626775,3920395,9
,,,,,,,,,,,,,,,
   chi, ,12,20040619, , april, yo, sa, elizabeth north,4217,42, bellinger circuit, , 7 07960924,3394599,6
,,,,,,,,,,,,,,,
   fin, f, ,19810705, , ashleigh, lehvÄslaiho, vic, bethanga,2646,58, whitelegge close, meemar, 618 50644972,7816830,3
,,,,,,,,,,,,,,,
 afr, f, , , , ayla, jawara, wa, grass valley,4152,33, ironstide street, , 08 77611816,9195938,0
,,,,,,,,,,,,,,,
 vie, f,7,20090903, , emiily, hodac, vic, truganina,3142,18, wedgewood close, the mea dsows, 8 13476986,5757795,3
,,,,,,,,,,,,,,,
   ser, f, ,19390303, , adam, zivoinovic, vic, willaura,4556,101, basedow street, , 618 79190514,4470583,7
,,,,,,,,,,,,,,,
   por, f,22,19940211, , talena, junqueira, nsw, maroota, ,295, karri street, sheep station, 2 92205658,7324448,4
,,,,,,,,,,,,,,,
   dan, f,26,19900905, mr, georgia, nielson, vic, caulfield north,2065,119, astrolabe street, , 8 32106629,2075062,1
,,,,,,,,,,,,,,,
   chi, f,31,19850413, pfc, isabelle, , nsw, fitzroy falls,2601,200, colebatch place, the willows, 2 36726570,7472384,7
,,,,,,,,,,,,,,,
   unk, f,12, , , joshua, streckfuss, , toowong,6169,31, abercrombie circuit, , 04 22988522,5450275,6
,,,,,,,,,,,,,,,
   usa, f,29,19870604, dr, catherine, sullivan, nsw, widgelli,6107,64, alford place, , 612 92205387,9249956,4
,,,,,,,,,,,,,,,
   rom, f,41,19750329, , aaliyah, lucescu, nsw, deua,6041,15, wheelwright crescent, berragoon, 2 99819722,7280774,6
,,,,,,,,,,,,,,,
   ina, f,36,19800722, ms, brielle, widjaja, nsw, east seaham,2428,120, newman morris circuit, , 612 71248769,2598327,0
,,,,,,,,,,,,,,,
   usa, f,20,19961208, , amber, hewitt, , dowerin,4217,22, wellington street, sec 1, 07 36292440,1514183,9
,,,,,,,,,,,,,,,
   afg, ,20,19960223, ms, harry, dotani, nsw, byron bay,2024,214, fullagar crescent, , 612 27643708,8009211,6
,,,,,,,,,,,,,,,
   eng, f, ,19930331, , charlotte, scrivens, qld, cornubia,4301, , tarraleah crescent, , 03 55943160,2984538,0
,,,,,,,,,,,,,,,
   unk, m,19,19970103, , thomas, abbatista, nsw, borambil,2176,4, bangalay crescent, riverbank farm, 02 46874987,4986788,2
,,,,,,,,,,,,,,,
   unk, f,23,19931109, dr, caitlin, schwanke, sa, south melbourne,3630,35, levien street, , 07 26321200,2563646,2
,,,,,,,,,,,,,,,
   ger, f,37,19790315, ms, holly, posch, , deniliquin, ,5093, challinor crescent, , 02 28322209,5109338,3
,,,,,,,,,,,,,,,
   dan, f,28,19880113, , christopher, mandelbrot, nsw, toms creek,6168,18, sherlock street, , 2 16606957,6288004,9
,,,,,,,,,,,,,,,
   eng, m,35,19810225, ms, hayley, rupertson, , valentine,3664,14, castleton crescent, , 04 90281409,6997821,6
,,,,,,,,,,,,,,,
   usa, f,31,19850611, , lachlan, wong, vic, vinifera,4670,160, gratton place, aptmn 12, 08 83487001,7877610,6
,,,,,,,,,,,,,,,
   usa, m, ,19420903, , julia, bradley, sa, murray town,3124,17, rischbieth crescent, sunnyview, 617 92059484,7838754,8
,,,,,,,,,,,,,,,
   unk, f,42,19741015, mr, drew, stratou, vic, waurn ponds,6012,37, lloyd place, , 08 29799130,1684833,9
,,,,,,,,,,,,,,,
   dan, f,25,19910122, , sam, burmeister, nsw, ,2447,3, guerin place, , 2 06050679,1662245,2
,,,,,,,,,,,,,,,
   nor, m,24,19920624, ms, teagan, ramsfjell, qld, wrattens forest,2165,37, crisp circuit, , 3 99736135,6399020,4
,,,,,,,,,,,,,,,
   por, f, ,19450621, , tyler, medeiros, vic, lillimur,2877,19, staaten crescent, rowethorpe, 8 23446200,9433082,0
,,,,,,,,,,,,,,,
   unk, f, ,19160422, , emiily, stranger, nsw, coalcliff,4860,34, cannan crescent, , 612 27956376,2938802,9
,,,,,,,,,,,,,,,
   eng, f,40,19760603, ms, joshua, witherspoon, sa, north yelta,2505,47, warrambool close, , 617 12923752,5194534,1
,,,,,,,,,,,,,,,
