 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
   wel, f, ,19660110, ms, caitlin, probert, vic, lyndhurst,6101,281, carstensz street, carrowmore, 8 87500532,3754454
,,,,,,,,,,,,,,
   usa, f,33,19830720, , phoebe, deleon, nsw, legume,2710,6, hopman place, , 2 42739084,8739253
,,,,,,,,,,,,,,
   chi, f,36,19801126, , christopher, yu, , dalby,5501,14, woralul street, redwood village, 03 31823023,4818256
,,,,,,,,,,,,,,
   eng, ,28,19880620, , reuben, danniel, vic, dhurringile,3012,12, jessup place, rosehill, 618 84119482,4191506
,,,,,,,,,,,,,,
   usa, ,31,19850118, ms, oscar, graves, vic, buln buln,2036,21, wickham crescent, nimmitabel motel, 8 20116650,4301459
,,,,,,,,,,,,,,
   iri, m,20,19960304, ms, jesse, ohannagain, nsw, lismore,5084,17, burdekin street, , 2 38387033,7742945
,,,,,,,,,,,,,,
   eng, f,29,19870725, mr, peyton, simons, wa, gnoorea,6285,28, may maxwell crescent, , 8 53257545,8609244
,,,,,,,,,,,,,,
   usa, f,10,20060122, , lucas, baldwin, vic, dolans bay,4169,11, kellway street, , ,5873024
,,,,,,,,,,,,,,
   unk, m,27,19890612, , sana, strawbridge, qld, scrubby mountain,2566,69, barney street, eastfield orchards, 03 64574645,3926652
,,,,,,,,,,,,,,
   unk, f,30,19861216, , alana, scolastique, nsw, craigie,4000,409, howie court, , 02 84056007,2620226
,,,,,,,,,,,,,,
   eng, f,32,19840605, mr, lauren, christopherson, wa, peerabeelup,4817,10, portus place, dandegong, 08 59355119,5804844
,,,,,,,,,,,,,,
   usa, , ,19610605, mr, jordan, beasley, nsw, fairfield heights,3081,9, demaine crescent, bullarena, 612 12987270,8256504
,,,,,,,,,,,,,,
   unk, f,22,19941228, , emiily, sckel, nsw, hallidays point,2250,195, dartnell street, connemara, 2 50604578,4259380
,,,,,,,,,,,,,,
   eng, f,25,19910603, ms, gabrielle, joiner, qld, deepwater,3074,43, burin street, , 03 49816577,7703856
,,,,,,,,,,,,,,
   ger, f,22, , , rohan, braune, act, tharwa,3777,6, adair street, , 612 47854118,9085984
,,,,,,,,,,,,,,
   unk, f,28,19881221, ms, spencer, stratou, nsw, annandale,2663,11, becker place, , 08 37595076,7154308
,,,,,,,,,,,,,,
   pol, f,27,19890625, mr, beau, fialkowski/a, nsw, jerseyville,6064,34, watling place, keriroca, 612 03619100,6513543
,,,,,,,,,,,,,,
   usa, , ,19750926, ms, annabel, dixon, sa, felixstow,2450,14, kneebone street, brentwood vlge, 7 94132018,6773458
,,,,,,,,,,,,,,
   dan, f,27,19890118, mr, noah, andersen, nsw, black mountain,2157,27, morrow street, , 2 23634368,8674366
,,,,,,,,,,,,,,
   chi, f,38, , , madison, tam, vic, fryerstown,4511,38, goyder street, , 04 70916542,6404182
,,,,,,,,,,,,,,
   usa, f,38,19780220, , benjamin, merritt, nsw, smiths lake,4035, , macdonnell street, , 2 18583511,6631874
,,,,,,,,,,,,,,
   chi, f,24,19920417, , phoenix, kui, vic, woorndoo,5290,20, discovery street, , 8 59357174,8801893
,,,,,,,,,,,,,,
   eng, f,29,19871218, , naomi, christenson, vic, sydenham,2705,5, paul coe crescent, , ,1331420
,,,,,,,,,,,,,,
   afg, , , , ms, william, turi, vic, neerim,2795,149, southwood retreat, , 8 67282260,7153713
,,,,,,,,,,,,,,
   abo, f,32,19841214, , kira, ofanengaue, , irymple,3579,27, paul coe crescent, , 08 62457301,5631143
,,,,,,,,,,,,,,
   usa, f,30,19860330, , jacob, roach, nsw, flagstaff hill,3175,1, southwood retreat, kerradan, 02 75825041,9754024
,,,,,,,,,,,,,,
   usa, m, ,19590814, cpl, darcie, hammond, wa, allanson,3350,16, wyselaskie circuit, , 08 17990510,4865493
,,,,,,,,,,,,,,
   usa, f, ,19310713, , talan, kinney, , gunbower,4700,70, kingstown street, mermaid plaza dental centre (cnr gold co, 08 39487939,6304542
,,,,,,,,,,,,,,
   tur, f,29,19870506, , kadin, evren, nsw, dongara,3131,20, chisholm street, , 2 45533542,1992645
,,,,,,,,,,,,,,
   , f,33,19830508, , erin, green, nsw, lake haven,2170,6, rowntree crescent, , 02 37096341,6192566
,,,,,,,,,,,,,,
   chi, f,36,19800519, ms, lucas, shu, vic, stratford,7310,9, launceston street, , 618 93492929,3306610
,,,,,,,,,,,,,,
   fin, f,38, , , max, karvonen, nsw, vermont south,5081,4, leisler close, river bend, 2 68186648,2460924
,,,,,,,,,,,,,,
   eng, f,22,19941028, , emiily, thacker, qld, abington,6753,86, hirschfeld crescent, , 613 61695294,9935262
,,,,,,,,,,,,,,
   hun, ,40, , dr, , annus, qld, caldervale,3174,9, willoughby crescent, gowrie, 03 72170257,3232902
,,,,,,,,,,,,,,
   ita, f,35,19811217, , phoenix, , vic, lake clifton,2154,3, loddon street, , 618 73486297,4226439
,,,,,,,,,,,,,,
   eng, m,27,19890110, , madeline, wyndham, , beverly hills, ,5487, pleasance place, , 04 11179977,8228670
,,,,,,,,,,,,,,
   rus, f, ,19140201, , cassandra, kosar, qld, mount bindango,4818,15, maclean street, violet creek, 03 17446689,2992957
,,,,,,,,,,,,,,
   swe, f,25, , , madelyn, alexanderson, wa, carlotta,2221,9, gowrie court, golambio cottage, 618 99704205,8500653
,,,,,,,,,,,,,,
   unk, ,26, , , , strehovski, vic, ovens,2071,2, marshall street, west road, 618 65357200,2163684
,,,,,,,,,,,,,,
   usa, f,37,19790809, , lucy, blankenship, nsw, toowong,6260,25, mcdowall place, , 02 28693478,4274023
,,,,,,,,,,,,,,
   iri, m, ,19711112, mr, emiily, mulligan, wa, vittoria,5114,17, tristania street, our folly, 8 27671013,1343273
,,,,,,,,,,,,,,
   tur, f,28,19881130, pfc, joel, birand, nsw, mount irvine,5097,1, albermarle place, , 02 72301231,6083282
,,,,,,,,,,,,,,
   unk, f,28, , , caleb, aaternir, wa, ewlyamartup,2450,2, wynn place, riverside professional centre (cnr banks, 04 71327821,1314326
,,,,,,,,,,,,,,
   eng, f,38,19780526, ms, emerson, acker, wa, rockwell,2320,143, knox street, , 08 54690509,5174501
,,,,,,,,,,,,,,
   usa, m,32,19840130, , kiana, barnett, qld, highton,4005,36, mayne street, , 3 92793205,7736991
,,,,,,,,,,,,,,
   usa, f,36,19800806, ms, bryce, chung, qld, millaa millaa,4124,274, rawson street, , 03 29860214,4695638
,,,,,,,,,,,,,,
   usa, f,20,19961018, , lachlan, gonzales, nsw, menai,2125,242, summerville crescent, village on the green, 02 05568884,7775115
,,,,,,,,,,,,,,
   unk, f,28,19880223, rev, sam, strazzari, vic, valencia creek,2171,14, eppalock street, , 618 47495594,2448626
,,,,,,,,,,,,,,
   ina, f,27,19890705, pfc, emma, budiman, vic, diggers rest,6021,71, morrison street, the castle, 02 97451374,8807803
,,,,,,,,,,,,,,
   unk, , ,19040105, , jake, strehovski, nsw, five dock,3018,10, cunningham street, marina one, 612 55442056,8928311
,,,,,,,,,,,,,,
   eng, f,29,19870104, , amy, christopherson, sa, geranium,3126,86, creswell street, pipers river, 07 63945600,4389041
,,,,,,,,,,,,,,
   eng, f,24,19921112, , holly, granger, nsw, warners bay,3169,5, wolstenholme street, , 02 71145611,2303392
,,,,,,,,,,,,,,
   usa, , ,19840526, , peta, odom, vic, lake tyers,2866,36, , , 08 63509885,9613358
,,,,,,,,,,,,,,
   eng, f,33,19830328, , mitchell, , vic, viewbank,2250,578, garrad court, , 08 72936344,4524207
,,,,,,,,,,,,,,
   unk, ,34,19821001, dr, thomas, aballon, nsw, centennial park,3825,20, syron place, the moorings, 612 92776085,5523925
,,,,,,,,,,,,,,
   usa, f,31,19850316, dr, caitlin, kim, nsw, wombarra,3804,15, attiwell circuit, , 02 01664438,6862174
,,,,,,,,,,,,,,
   unk, f,20, , mr, clement, abadi, qld, glenrae,5374,43, namadgi circuit, dry rush, 3 53501191,5382598
,,,,,,,,,,,,,,
   ser, m,33,19830324, ms, cooper, vukmirica, wa, little sandy desert,6210,46, woralul street, , 04 66176265,2887969
,,,,,,,,,,,,,,
   ser, f,20,19960526, ms, noah, revic, vic, hazeldene,2560,40, teague street, , 8 46591180,9914056
,,,,,,,,,,,,,,
   ina, f,27,19891228, , thomas, gunawan, nsw, roselands,3046,78, conway place, , 07 72218529,5340746
,,,,,,,,,,,,,,
   ind, ,23,19930513, , ryley, sippy, sa, kudla,4680,2, duffus place, , 04 59443385,2967296
,,,,,,,,,,,,,,
   rom, m,22,19940217, mr, jasmine, , qld, eastwood,3094,5, wambo close, , 03 54783648,9776741
,,,,,,,,,,,,,,
   jew, , ,19430925, , jack, rubin, vic, drysdale,3300,28, la perouse street, bindaree, 8 93038366,6406263
,,,,,,,,,,,,,,
   unk, ,31,19850925, , katie, scollard, nt, lajamanu,3350,4, horsley crescent, dusty corner, 613 88516751,4468130
,,,,,,,,,,,,,,
   tha, m,28,19880524, , roy, wanglee, wa, kojaneerup,3133,7, , willandra village, 08 44718810,6916567
,,,,,,,,,,,,,,
   unk, ,40,19760224, , joshua, aakre, , swan view,3206,4, suttor street, , 08 61479494,6290020
,,,,,,,,,,,,,,
   afg, f,32,19841221, , deakin, urmarh, vic, broadmeadows,3995,552, riordan street, , ,5608591
,,,,,,,,,,,,,,
   usa, f,22,19940306, , tyler, cervantes, nsw, grevillia,4670, , collings street, , 02 62428989,6438306
,,,,,,,,,,,,,,
   ind, f,30,19860620, ms, tayah, jethmalani, vic, colbinabbin,4506,137, sewell place, , 8 29386741,1580156
,,,,,,,,,,,,,,
   ind, f, ,19810115, , sam, vaswani, sa, port neill,2611,6, bingley crescent, , 07 00990780,8465396
,,,,,,,,,,,,,,
   , f,21,19950531, ms, charlie, witkin, nsw, ashwood,4213,1, richmond street, marylands, 02 11605174,7295564
,,,,,,,,,,,,,,
   ger, f, ,19220521, pfc, lewis, misch, nsw, airds,3101,14, ijong street, , 08 18282588,9364245
,,,,,,,,,,,,,,
   eng, m,29, , pfc, emiily, earl, nsw, ladysmith,4610,26, pickles street, , 2 11350842,2411097
,,,,,,,,,,,,,,
   hun, m,26,19900417, , courtney, mandula, tas, nabageena,5250,8, kidston crescent, rajamare, 617 69003853,6707762
,,,,,,,,,,,,,,
   ger, f,21, , , maliah, rangosch, nsw, brooklet,2043,17, chandler street, rowethorpe, 02 86160890,2539918
,,,,,,,,,,,,,,
   pak, ,20,19961108, sgt, michael, jaja, nsw, nowendoc,6019,3, carrington street, , 612 02882945,2034646
,,,,,,,,,,,,,,
   swe, , ,19520407, ms, bailey, albinsson, qld, north ipswich,6164,42, chandler street, glen elgin, 613 89309405,2225815
,,,,,,,,,,,,,,
   chi, m, ,19110104, ms, kaleb, poon, , dawesville,2540,13, nicklin crescent, , 04 37939866,1505685
,,,,,,,,,,,,,,
   nor, m,34,19820828, , arabella, rodahl, nsw, bombo,6055,39, archer street, sunnyhills, 02 40666018,7809151
,,,,,,,,,,,,,,
   eng, f,26, , , madison, winter, vic, ferntree gully,3875,37, lowerson place, , 08 11758993,7978395
,,,,,,,,,,,,,,
   chi, ,21,19950429, , jenna, kai, , spring hill,6233,816, banambila street, , 04 40058883,8930271
,,,,,,,,,,,,,,
   eng, f,27,19890129, , lachlan, savege, qld, pierces creek,3053,20, molloy crescent, , 03 07221650,2293794
,,,,,,,,,,,,,,
   chi, f,32,19841230, , joselyn, cong, tas, pyengana,3107,26, forsythe street, hosea mizpah, 08 95445344,1916721
,,,,,,,,,,,,,,
   eng, m,25,19910714, dr, nathan, macgregor, wa, biddelia,3724,76, montagu place, , 618 31078588,9585183
,,,,,,,,,,,,,,
   por, ,37,19790508, , kyle, coimbra, wa, warwick,4217,39, tauss place, , 8 87843787,2745034
,,,,,,,,,,,,,,
   unk, ,36,19800414, ms, benjamin, scirri, vic, willow grove,2540,9, mcinnes street, vincent court, 8 18931901,3731228
,,,,,,,,,,,,,,
   usa, m,35,19810917, , dimitri, hart, nsw, teven,2041,7, wylde place, , 2 43075880,7187173
,,,,,,,,,,,,,,
   usa, f, ,19811107, mr, lucas, orr, vic, wongarra,7310,62, bavin street, , 618 30124294,9299025
,,,,,,,,,,,,,,
   usa, f, ,19720608, , tai, berry, qld, thinoomba,2196,21, gurrang avenue, , 03 31533169,8715139
,,,,,,,,,,,,,,
   eng, f,23,19931006, , benjamin, timothyson, nsw, ringwood east,7330,5, chipperfield circuit, pinelea, 02 38394574,1281300
,,,,,,,,,,,,,,
   ind, , ,19920910, , jordan, bahl, vic, christie downs,2045,36, kingston street, , 618 14833060,8537902
,,,,,,,,,,,,,,
   usa, ,25,19910518, , james, salazar, vic, moggs creek,6028,21, eaves street, , 8 57381352,3317960
,,,,,,,,,,,,,,
   abo, f,12,20041209, , zarlia, yunipingu, vic, binginwarri,3939,18, owen crescent, , 618 64405054,6437357
,,,,,,,,,,,,,,
   hun, f, ,19600704, , timothy, forgÁch, act, kingsford,2042,416, jerome place, , 2 55165339,6854909
,,,,,,,,,,,,,,
   eng, ,34,19820412, ms, oscar, kersey, nsw, kooragang,4303,12, mcintyre street, , 2 45946936,2042344
,,,,,,,,,,,,,,
   , f,10,20060329, ms, harrison, couzens, nsw, pleasure point,2280,2, gellibrand street, , 2 94574164,4442020
,,,,,,,,,,,,,,
   ser, f,33,19830724, , jarred, zorman, nsw, euchareena,3056,1, patey street, , 2 69223456,1768044
,,,,,,,,,,,,,,
   usa, f, ,19240820, , katherine, hale, nsw, curlewis,3550,20, noarlunga crescent, jeir park, 08 95098650,4632504
,,,,,,,,,,,,,,
   unk, f,21,19950101, , hayley, stratou, nsw, jeogla,7140,8, kingsford smith drive, , 02 17648771,8414857
,,,,,,,,,,,,,,
   eng, f,32,19840407, ms, aidan, martinson, nsw, newcastle,6055,11, sherwood circuit, brentwood village, 612 85366359,9286948
,,,,,,,,,,,,,,
   unk, f,28,19880423, , monique, strehovski, qld, kempsey,2770,17, william webb drive, , 03 56276814,5463801
,,,,,,,,,,,,,,
   ser, m,31,19850104, , riley, radul, vic, yandoit,3337,28, davenport street, , 618 35124043,6638433
,,,,,,,,,,,,,,
   unk, ,31, , ms, silas, abbondandola, vic, seaholme,4123,33, elizabeth crescent, riana, 8 80272411,7660172
,,,,,,,,,,,,,,
   eng, ,25,19910810, , ryleh, mackenzie, nsw, sydney,5540,35, jardine street, , 612 13661565,2130779
,,,,,,,,,,,,,,
   unk, f,31,19850914, , emiily, aani, vic, humevale,2125,18, filshie close, , 03 29470536,1931243
,,,,,,,,,,,,,,
   ind, m,39, , , liam, tumkur, nsw, warkworth,5011,4, mcdermott street, , 02 71034257,9246026
,,,,,,,,,,,,,,
   iri, f,37,19790607, ms, jemma, ohannagan, , balcatta,2224,171, eucumbene drive, trilogy, 08 91049101,3166713
,,,,,,,,,,,,,,
   ind, f,27,19890115, ms, jack, chetlapalli, qld, kenmore hills,3384,39, riordan street, , 613 86468476,2206723
,,,,,,,,,,,,,,
   ind, f,27,19890318, , harry, nakul, nsw, purfleet,2460,44, port arthur street, , 612 65974920,8133497
,,,,,,,,,,,,,,
   eng, f,26,19900130, pfc, joshua, moors, nsw, denhams beach,3190,24, bonython street, villa 2, 612 85261407,2302741
,,,,,,,,,,,,,,
   jap, f, ,19450824, , madeline, shijo, nsw, peats ridge,810,31, banks street, , 612 97606592,9934273
,,,,,,,,,,,,,,
   unk, , ,19170425, , isabelle, strehovski, nsw, numbla vale,5417,32, adamson crescent, , 02 13316282,8972416
,,,,,,,,,,,,,,
   ind, f,34,19820523, ms, robert, koganti, vic, seabrook,2168,268, bullala circuit, , 618 73169688,6149885
,,,,,,,,,,,,,,
   afg, f,33,19830527, , zachary, niazi, wa, mount wells,4220,35, khull crescent, port geographe, 618 61929440,2196382
,,,,,,,,,,,,,,
   chi, f, ,19930417, , zachary, auyeung, vic, binginwarri,5558,40, lanne place, , 02 50089670,3560271
,,,,,,,,,,,,,,
   sri, ,28,19880902, ms, jake, desaram, , aspley,6062,3, britten-jones drive, warwillah, 07 98117791,9880534
,,,,,,,,,,,,,,
   usa, ,32,19840121, ms, sophie, raymond, nsw, wakefield,6034,7, badenoch crescent, , 02 81507426,7534863
,,,,,,,,,,,,,,
   usa, f,32,19840809, , jackson, michael, nsw, mount george,6418,14, leahy close, glen rock, 02 09738658,2908364
,,,,,,,,,,,,,,
   vie, ,24,19921122, , katelyn, toai, , robina,2148,106, browne place, gillin park, 07 69640641,8092995
,,,,,,,,,,,,,,
   eng, f,31,19851109, mr, emiily, hollands, nsw, kerrabee,2536,121, duffy street, , 2 61594434,6477384
,,,,,,,,,,,,,,
   unk, f,30,19861111, , jock, strazzari, nsw, sutherland,2617,462, leahy close, , 03 86278522,5876426
,,,,,,,,,,,,,,
   chi, m,36,19801221, mr, lily, yuan, vic, strathdownie,2330,21, mina wylie crescent, , 618 10636503,2743693
,,,,,,,,,,,,,,
   usa, f, ,19531103, , ashleigh, decker, nsw, hurstville south,6230,33, bunbury street, , 612 84151297,6781126
,,,,,,,,,,,,,,
   ser, m, , , , kailey, trgovec, , arana hills,3058,43, shara place, peppermint springs bendoc, 08 58720703,6562861
,,,,,,,,,,,,,,
   usa, m,27,19890312, mr, charlee, kirkland, , glenella,3059,7, marcus clarke street, , 08 43147824,7123207
,,,,,,,,,,,,,,
   eng, f, ,19980504, , ruby, lukeson, vic, wallace,2605,367, stops place, torrington, 8 94316734,8831417
,,,,,,,,,,,,,,
   chi, f,36,19800223, , jasmine, shao, vic, bullarook,4101,4, torrens street, riverside park, 618 61304986,9243061
,,,,,,,,,,,,,,
   ind, f,35,19811213, , alicia, mati, vic, yellingbo,5127,10, hopegood place, , 618 23097952,7303361
,,,,,,,,,,,,,,
   usa, f,36,19800517, , montana, mason, vic, elsternwick,3121,32, darcy close, , 618 77094829,7988519
,,,,,,,,,,,,,,
   chi, f,9,20070603, , ryan, na, nsw, black springs,2880,10, onkaparinga crescent, , 612 43682769,9336090
,,,,,,,,,,,,,,
   usa, f,35,19811017, ms, amber, rivers, nsw, edith,2450,15, archibald street, , 2 15783421,9288082
,,,,,,,,,,,,,,
   , ,26,19900304, , chloe, godfrey, vic, smythesdale,3980,13, kingscote crescent, rosedale, 618 68685188,6951351
,,,,,,,,,,,,,,
   eng, f,34,19821016, mr, grace, christison, vic, brandon,4802,96, duffy street, belmont park belted galloway stud, ,3663115
,,,,,,,,,,,,,,
   ger, f, ,19280719, mr, mikaela, dostthaller, nsw, greigs flat,3910,44, ducane street, , ,3359366
,,,,,,,,,,,,,,
   usa, ,35,19810204, dr, jasmine, ray, qld, croydon,2515,30, lobelia street, , 3 45693994,3503569
,,,,,,,,,,,,,,
   usa, f,31,19850801, , william, daniel, qld, castle creek,2652,59, rapanea street, , 03 22149864,6432025
,,,,,,,,,,,,,,
   eng, f, ,19170930, , georgia, abbey, qld, mount rooper,7277,51, jabanungga avenue, , 03 04629479,1833161
,,,,,,,,,,,,,,
   eng, ,31,19850606, , joshua, scriven, nsw, cumborah,4556,327, , , 2 25127654,2286747
,,,,,,,,,,,,,,
   eng, f, ,19860716, mr, daen, hightower, wa, pithara,2141,6, martley circuit, , ,3945803
,,,,,,,,,,,,,,
   chi, f,21,19950809, , gregory, hon, vic, coburg,6010,1, chuculba crescent, , 8 92883713,6278304
,,,,,,,,,,,,,,
   chi, f,21,19950113, ms, tate, hung, nsw, werri beach,4226,32, deamer crescent, mayfair, 02 07121409,9635668
,,,,,,,,,,,,,,
   ind, f, ,19810315, , arren, virinchi, nsw, eungai rail,2650,88, aitken circuit, chippendale village, 2 97930406,8734418
,,,,,,,,,,,,,,
   eng, f,27,19891101, , naomi, rutherfurd, vic, paynesville,2145,361, eggleston crescent, , 08 32249241,5427085
,,,,,,,,,,,,,,
   unk, m,35,19810730, , abby, scorsone, sa, hackney,4655,88, longworth place, , 07 09462595,4012867
,,,,,,,,,,,,,,
   usa, f,24,19920227, , hamish, boyer, act, weston,4413,117, chandler street, earl haven, 2 00871422,9339416
,,,,,,,,,,,,,,
   eng, ,27,19890812, dr, nicholas, danniell, , calen,7248,19, nungara street, unt 2, 07 75195348,8557680
,,,,,,,,,,,,,,
   eng, f,23,19930709, , tara, smedley, qld, gaeta,2131,4, octans close, coorabil, 03 99224173,2988445
,,,,,,,,,,,,,,
   usa, ,20,19960605, ms, isabella, noble, nsw, swansea,2121, , alabaster street, , 02 02820211,3954850
,,,,,,,,,,,,,,
   usa, f,29,19870810, , hugh, bullock, vic, cromer,6450,7, collick place, , 8 73043838,9292343
,,,,,,,,,,,,,,
   tha, m,29,19870125, , oliver, klinpraneet, wa, jitarning,6108,588, cherry street, , 8 91129982,9722521
,,,,,,,,,,,,,,
   chi, f,31,19850317, , patrick, lyan, sa, daw park,2171,35, atherton street, silverweir, 617 94656722,5387304
,,,,,,,,,,,,,,
   rom, m, ,19950717, , james, sabau, vic, hawthorn,2528,51, marconi crescent, old grathlyn, ,3746900
,,,,,,,,,,,,,,
   unk, f,32,19840119, ms, carla, strazzari, vic, st leonards,3249,53, dobson place, concept, ,2820521
,,,,,,,,,,,,,,
   ger, f, ,19050322, , mikayla, bruckner, nsw, stannifer,3021,125, hawkins close, lyndale, 2 89452247,3968338
,,,,,,,,,,,,,,
   eng, f,27,19891022, , connor, hilton, wa, kardinya,2500,68, de burgh street, mehruda, 8 68882917,5340875
,,,,,,,,,,,,,,
   , ,24,19920601, , zakariah, nguyen, , ringwood east,6019,43, lea place, , ,1456656
,,,,,,,,,,,,,,
   usa, f,27,19890606, mr, jake, lowery, qld, mooloo,4075,108, fawkner street, , 03 62208330,6955103
,,,,,,,,,,,,,,
   eng, f,28,19880915, , adam, sniders, , greensborough,4511,11, macgregor street, boeing park, 08 14179375,4610167
,,,,,,,,,,,,,,
   ind, ,35, , ms, michaela, kayeeda, vic, cambrian hill,3195,10, james street, spring creek, 08 51318974,5559578
,,,,,,,,,,,,,,
   eng, ,28, , , ebonie, , nsw, warragamba,3108,2, bannerman place, , 04 51970754,1520851
,,,,,,,,,,,,,,
   ger, m, ,19360213, , matthew, , nsw, bakers swamp,3152,77, port jackson circuit, , 02 16593029,7953094
,,,,,,,,,,,,,,
   swe, f,38,19780315, mr, nicholas, amdahl, qld, tieri,2281,9, robinson street, glen shian, 613 38972152,2421668
,,,,,,,,,,,,,,
   pak, , ,19081214, , sophie, kharroti, qld, barron,3561,22, , oora park, 03 22489764,8032703
,,,,,,,,,,,,,,
   ind, m,35,19810518, , cooper, dhrtiman, vic, campbells creek,4021,77, atherton street, rockvale road, 8 02832205,5603527
,,,,,,,,,,,,,,
   eng, f,24,19920918, , liam, quick, nsw, carrathool,4660,8, bruxner close, , 2 20973029,2035939
,,,,,,,,,,,,,,
   chi, f,27,19890425, ms, alicia, tian, nsw, forest lodge,5108,31, bushby place, , 2 71492342,2537160
,,,,,,,,,,,,,,
   usa, m,34,19820611, , michael, wooten, vic, heidelberg rgh,6104,30, rodway street, , 618 21451451,8231262
,,,,,,,,,,,,,,
   ser, f,22,19941205, , henry, ljubisec, nsw, stockton,6148,43, gawler crescent, , 07 33912876,8670534
,,,,,,,,,,,,,,
   eng, m, , , , jayden, ryder, qld, benair,4211,52, kavel street, , 03 71452418,6168400
,,,,,,,,,,,,,,
   eng, f,35,19810219, ms, tiana, badcock, sa, callington,6009,13, benson crescent, , 7 30119646,6859545
,,,,,,,,,,,,,,
   usa, ,30,19860108, mr, indiana, , vic, kinglake,5371,19, johnston road, , 08 36983039,7640610
,,,,,,,,,,,,,,
   usa, f,25, , , madeline, fields, nsw, willawarrin,6024,4, gratwick street, legacy vlge, 02 48368951,6786135
,,,,,,,,,,,,,,
   unk, f,35, , ms, james, aaberg, nsw, grose wold,6014,110, , adventure bay, 02 10118325,6877412
,,,,,,,,,,,,,,
   jap, ,25, , dr, joshua, nogi, nsw, tahlee,5097,192, lampard circuit, , 2 52338310,3968016
,,,,,,,,,,,,,,
   tha, f,28,19881125, , hari, pisitna, tas, turners beach,2795,28, tiptree crescent, carinya vlge, 617 42259698,2578818
,,,,,,,,,,,,,,
   usa, f,27, , ms, harrison, case, nsw, leura,4655,8, , telopea park, 2 79370693,2496474
,,,,,,,,,,,,,,
   chi, f,29,19870820, ms, ruby, kuan, qld, coolmunda,4660,13, somerville street, , 613 80113306,5095278
,,,,,,,,,,,,,,
   , f,26,19900601, , d'arcy, whiteley, qld, cranley,2011,43, molesworth street, , 3 39450242,5022675
,,,,,,,,,,,,,,
   ger, ,36,19800410, ms, gabriel, mallenbrandt, vic, marong,6019,4, tarraleah crescent, gulmarg, 618 58263000,5967442
,,,,,,,,,,,,,,
   unk, f,31,19850516, , bertie, scofield, qld, sandgate,3796,30, totterdell street, , 613 22128849,2899479
,,,,,,,,,,,,,,
   chi, f,36,19800502, , zali, szu, , jamboree heights,4114,7, rowe place, , 08 42975690,1278666
,,,,,,,,,,,,,,
   eng, f,10,20061223, , matthew, proudfoot, qld, margate,6163,10, burn street, , 613 54218291,4287511
,,,,,,,,,,,,,,
   usa, m,37,19790512, , reegan, hicks, qld, fernvale,2587,8, riordan street, , 613 27257184,7337387
,,,,,,,,,,,,,,
   usa, m, ,19910330, dr, jasper, mann, nsw, grenfell,3030,19, the verge, yulunga, 612 62770774,2883599
,,,,,,,,,,,,,,
   usa, f,27, , mr, brinley, pratt, nsw, davis creek,2517,51, beetaloo street, , 03 29263601,9268958
,,,,,,,,,,,,,,
   ira, f,38,19780314, , brayden, nayeri, nsw, cathcart,2528,92, , pine view, 2 36024777,9995457
,,,,,,,,,,,,,,
   eng, f,30,19861121, ms, natalia, salvage, vic, yallourn north,4034,112, yarra street, , 08 24362891,3838833
,,,,,,,,,,,,,,
   eng, f,39,19770108, , rosie, haggard, nsw, kandos,4670,55, de burgh street, caragnoo, 612 44362850,4565997
,,,,,,,,,,,,,,
   , f,25, , , dillon, musolino, nsw, bulahdelah,3028,74, butler place, , 612 06884399,7673830
,,,,,,,,,,,,,,
   ind, f,26,19900603, , daen, brar, sa, findon,3688,50, plowman place, , 07 13845804,3999945
,,,,,,,,,,,,,,
   unk, f, ,19440930, , jessica, aballon, , lismore,2024,60, solly place, arlington, 08 69661754,9413460
,,,,,,,,,,,,,,
   , ,31,19850922, mr, joshua, fitzpatrick, vic, toolamba,2029,106, gang gang court, dalintober estate, 08 05410949,1839056
,,,,,,,,,,,,,,
   unk, f,36,19800211, , ethan, scjum, , willagee,2537,30, horne place, glendower, 08 04624206,9915752
,,,,,,,,,,,,,,
   eng, f, ,19190818, ms, ellen, josephs, nsw, loganholme,3163,33, blake place, berkeley vlge, 02 75406088,9404596
,,,,,,,,,,,,,,
   usa, f,25,19910624, mr, madison, taylor, sa, delamere,6210,3, alfred hill drive, , 617 61442380,4000639
,,,,,,,,,,,,,,
   ser, f, ,19500529, ms, hayden, , qld, great sandy strait,3207,7, phillipson crescent, mollesmain, 3 36678269,3468987
,,,,,,,,,,,,,,
   eng, f,11,20051202, ms, emiily, kelsey, nsw, currabubula,4159,17, disney court, tynwall, 612 07194555,1873457
,,,,,,,,,,,,,,
   spa, f,28,19881026, , , gasquilan, , leichhardt,5019,4, ringrose crescent, paradise lake resort, 07 92858398,6356660
,,,,,,,,,,,,,,
   dut, f, ,19740326, , joe, koekkoek, nsw, lambton,2340,18, wybalena grove, , 02 63003226,7528265
,,,,,,,,,,,,,,
   eng, m,28,19880213, mr, jordan, hameldon, vic, tatong,4355,3, beazley crescent, , 8 80256374,9400305
,,,,,,,,,,,,,,
   gre, f,28,19881006, , madison, pavlidis, vic, emu plains,6109,59, tallara parkway, , 08 90183293,3508104
,,,,,,,,,,,,,,
   afg, f,10,20061210, , , gigiani, nsw, salisbury,4880,6, rose scott circuit, , 08 64506875,9043125
,,,,,,,,,,,,,,
