 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
   unk, m,21,19950106, ms, lily, abadi, tas, nabowla,3127,60, , strathleigh, 7 62672837,6749076
,,,,,,,,,,,,,,
   unk, ,23, , , lara, scjum, nsw, bibbenluke,2205,6, airey crescent, , 2 48973560,3217958
,,,,,,,,,,,,,,
   por, m, ,19770624, , liam, coimbra, vic, airport west,3023,21, callaghan street, kareela, 08 90249917,4934526
,,,,,,,,,,,,,,
   unk, f, ,19770502, dr, mattheo, aballon, vic, maryknoll,2800,18, clive steele avenue, ellanbee, 07 97466208,8475662
,,,,,,,,,,,,,,
   usa, f,35,19810428, , emiily, douglas, nsw, san remo,4151,20, togo place, , 2 43186745,9855627
,,,,,,,,,,,,,,
   chi, ,24,19921128, , tyler, ieong, nsw, meadowbank,2065,21, river street, willow side jersey stud, 2 12387122,2810395
,,,,,,,,,,,,,,
   usa, ,28,19880317, , hari, wheeler, vic, seville,4113,20, rivett street, , 8 02647858,5118694
,,,,,,,,,,,,,,
   unk, ,13,20030404, , liam, aarcy, qld, pimlico,2134,29, custance street, , 613 35147549,1832595
,,,,,,,,,,,,,,
   ger, f,33,19830603, , mackenzi, , wa, boulder,4154,12, ennor crescent, , 618 12907481,9728414
,,,,,,,,,,,,,,
   usa, f, ,19820617, , , porter, , eastwood,4740,101, eltham place, , 03 56456680,9596014
,,,,,,,,,,,,,,
   eng, f, ,19641224, , lewis, travers, vic, raymond island,3214,84, stops place, queens lake village, 8 36175941,6686500
,,,,,,,,,,,,,,
   afg, f, ,19220410, , felicity, ghilzai, qld, hawkins creek,4700,18, truganini place, , 613 45237581,9877687
,,,,,,,,,,,,,,
   ind, f,28,19881027, , hamish, pritha, sa, woodville south,6011,63, grant crescent, , 617 76073157,2918427
,,,,,,,,,,,,,,
   rom, ,27, , , abby, tatarescu, nsw, rock valley,2540,59, rowell place, , 612 86120733,9152848
,,,,,,,,,,,,,,
   ger, f,31,19850607, pfc, ashton, moeller, sa, regency park,3588,37, hicks street, , 07 36186671,4644921
,,,,,,,,,,,,,,
   usa, f, ,19360422, ms, jack, owen, qld, beaver rock,810,156, o'hara close, kordella park, 3 56380148,7167630
,,,,,,,,,,,,,,
   unk, f,24, , , stirling, aarts, vic, wishart,3019, , mackellar crescent, , 618 15640364,8828884
,,,,,,,,,,,,,,
   chi, f, ,19931012, ms, lachlan, yow, nsw, vineyard,2577,103, charlton crescent, , 02 10226371,5599483
,,,,,,,,,,,,,,
   usa, ,29,19870201, ms, emmet, nicholson, nsw, lansdowne,3150,3, lance hill avenue, , ,3918480
,,,,,,,,,,,,,,
   usa, f, ,19351025, , marcus, meadows, tas, tolmans hill,2037, , la perouse street, , ,9455303
,,,,,,,,,,,,,,
   eng, f,35,19811129, , alana, hambledon, , ulladulla,3260,5, greenough circuit, , 07 51441801,6035303
,,,,,,,,,,,,,,
   usa, f,26,19900930, mr, kyle, england, vic, kinglake west,6066,9, guginya crescent, yarrabin, 618 40735949,7212598
,,,,,,,,,,,,,,
   eng, f,31,19850611, ms, seamus, herbertson, nsw, west lakes,3075,79, maund place, , 2 50444499,1457938
,,,,,,,,,,,,,,
   usa, f,26,19900919, mr, isabella, aguilar, nsw, killabakh,2016,17, jandamarra street, , 2 16416648,1859160
,,,,,,,,,,,,,,
   chi, f,32,19840504, ms, mia, yue, vic, indented head,3186,89, la perouse street, laudervale, 8 28599806,4011366
,,,,,,,,,,,,,,
   , m,30,19860924, mr, zoe, lowry, vic, petersham,4570,7, ballumbir street, pinecroft, 08 97435904,8623940
,,,,,,,,,,,,,,
   ger, ,28,19880724, , annalise, brem, , oman-ama,3139,12, wirraway crescent, , ,4797601
,,,,,,,,,,,,,,
   usa, m, ,19040822, , jacob, cantrell, nsw, yass,3549,31, bindaga street, riverside cp5, 02 09049445,4364056
,,,,,,,,,,,,,,
   usa, ,34,19821211, , sophie, pollard, sa, northfield,4340,14, rees place, meadow vale, 7 27674344,5820339
,,,,,,,,,,,,,,
   , f,36,19800511, , william, genockey, qld, wunjunga,5031,34, ballarat street, , 613 77117210,3482373
,,,,,,,,,,,,,,
   usa, f, ,19390413, , samuel, york, qld, ingham,4702,8, richter close, kempfield, 613 99566543,9346686
,,,,,,,,,,,,,,
   wel, m, ,19510420, ms, brianna, goudge, nsw, llangothlin,2320,27, jane price crescent, , 2 21151255,1761444
,,,,,,,,,,,,,,
   fre, ,23,19931203, ms, emiily, caubere, vic, north warrandyte,4103,7, galway place, , 8 33680707,5361124
,,,,,,,,,,,,,,
   afg, m,26,19900601, , bryce, niazi, qld, roadvale,820,86, kenyon circuit, glenfenzie, 613 15973740,7772358
,,,,,,,,,,,,,,
   ger, f,30,19861027, , sam, behrendt, nsw, swanhaven,4220,260, gilbert street, , 02 16961244,7022431
,,,,,,,,,,,,,,
   eng, f,34,19820326, , ellie, scrivens, vic, monbulk,2528,12, northbourne avenue, , 8 61896613,4617185
,,,,,,,,,,,,,,
   ser, f,31,19851012, , jorja, huljic, vic, springvale south,2086,31, windradyne street, , 8 60466966,9605947
,,,,,,,,,,,,,,
   ind, f, ,19100122, , annabella, chhugani, vic, warrandyte,2484,32, archdall street, , 8 82419221,5336027
,,,,,,,,,,,,,,
   spa, ,27,19890119, , cade, batran, tas, marrawah,2019,30, north street, belmont park belted galloway stud, 617 55270486,2852658
,,,,,,,,,,,,,,
   fin, f, , , , charlotte, ridanpaa, vic, cottles bridge,3815,127, florentine circuit, , 8 43873591,9502133
,,,,,,,,,,,,,,
   ger, f, ,19600911, ms, maddison, breu, nsw, tuggerah,2500,30, wilshire street, , 2 77421732,4504395
,,,,,,,,,,,,,,
   usa, m,28,19880206, sgt, stephanie, jacobs, qld, antigua,4065,10, , , 3 52839337,2636904
,,,,,,,,,,,,,,
   tha, m, ,19200425, , jemima, phya, qld, moomin,4343,20, spigl street, , 02 71531924,4177310
,,,,,,,,,,,,,,
   eng, f,10,20060326, dr, chloe, andrewson, nsw, millfield,3672,8, clare dennis avenue, the manor garden, 612 05486490,9484367
,,,,,,,,,,,,,,
   eng, ,20,19961128, hon, talissa, tracey, nsw, wooree,3143,32, sinclair street, , 02 56380731,9982278
,,,,,,,,,,,,,,
   usa, ,29,19870514, , james, valencia, nsw, pretty beach,2315,27, copland drive, brokenspoke, 612 60816121,1462470
,,,,,,,,,,,,,,
   dan, f,31,19850710, , lucy, werlauff, vic, outtrim,2034,12, medley street, round hill, 618 69467839,3775750
,,,,,,,,,,,,,,
   usa, f, ,19610723, , jorja, hensley, qld, roseneath,2320,29, canaway place, newville cottage park, 03 07150826,9769850
,,,,,,,,,,,,,,
   eng, f,27,19890731, , benjamin, sudworth, , southern river,3995,21, callister crescent, meadowcraft farm, 03 98080401,2346058
,,,,,,,,,,,,,,
   unk, f,24,19920720, , taylor, sclafani, wa, grass valley,4740,73, ballumbir street, rajamare, 618 40659892,9887312
,,,,,,,,,,,,,,
   abo, m,19,19970325, ms, jordan, ofanengaue, qld, gulliver,3350,55, custance street, , 613 82605961,4697886
,,,,,,,,,,,,,,
   por, f,26,19901003, ms, sarah, guera, vic, silvan,3631,9, brunswick circuit, , 618 71596389,7847497
,,,,,,,,,,,,,,
   tha, f,39,19770618, ms, brooke, putrie, nsw, murrumbateman,2081,44, dyett circuit, , 2 29852444,9285753
,,,,,,,,,,,,,,
   eng, m, ,19260311, ms, caleb, scrivens, qld, tanbar,4703,14, chuculba crescent, , 3 32611530,5188653
,,,,,,,,,,,,,,
   ind, m,26,19900803, rev, andrew, sukhija, nsw, north richmond,7260,8, salmond street, , 07 03046027,9025559
,,,,,,,,,,,,,,
   usa, m,23,19931224, dr, harry, cooke, nsw, cowper,6156,4, goyder street, , 612 93602859,6552569
,,,,,,,,,,,,,,
   ser, f, ,19910901, , bianca, pecur, vic, yarrambat,2107,11, atherton street, locn 2093, 08 07562822,5477317
,,,,,,,,,,,,,,
   , f,26,19900502, , sophie, secomb, nsw, wanganella, ,19, judd place, , 02 13670744,7550337
,,,,,,,,,,,,,,
   unk, m,34,19821125, , imogen, streich, vic, darlington,2032,200, forbes street, , 8 74282607,2967051
,,,,,,,,,,,,,,
   chi, ,38,19781216, pfc, rosie, chuen, tas, breona,4825,43, burn street, , 617 82218586,2330885
,,,,,,,,,,,,,,
   ind, f,38,19780722, , samantha, virdee, qld, coorooman,4558,10, doonkuna street, restdown village, 07 72351643,7232739
,,,,,,,,,,,,,,
   usa, ,8,20080904, ms, joselyn, lott, qld, black snake,2481,628, kidman close, , 3 74824283,6391925
,,,,,,,,,,,,,,
   unk, f, ,19361216, , isabella, aaberg, qld, tinana,6330,34, thomson street, , 03 76633978,6313100
,,,,,,,,,,,,,,
   usa, f,35, , , calvin, hayes, vic, nullawarre,6150,45, mehaffey crescent, , 04 63517704,9130620
,,,,,,,,,,,,,,
   ind, f,22,19940310, , tommy, sashekala, wa, halls creek,2034,601, crozier circuit, surfrider carvn park, 618 60642127,6601828
,,,,,,,,,,,,,,
   unk, ,29,19870517, , jacinta, stranger, vic, belgrave,4350,42, ern florence crescent, , ,2177887
,,,,,,,,,,,,,,
   , f,24, , , cassandra, jolly, qld, park ridge,4872,21, brereton street, , 3 27287919,5283514
,,,,,,,,,,,,,,
   usa, ,21,19950110, , noah, watkins, vic, whorouly,2487,22, savery street, , 8 03182252,2470309
,,,,,,,,,,,,,,
   chi, m,25,19910114, ms, zachary, chuke, nsw, hurstville,4551, , higinbotham street, , 02 61162331,5545812
,,,,,,,,,,,,,,
   ind, f,22,19940826, , darcy, shirishkumar, vic, gladysdale,4121,67, kalgoorlie crescent, , 08 67013015,3841440
,,,,,,,,,,,,,,
   usa, f,31,19850519, hon, joel, duran, wa, atwell,3106,12, mauldon street, longhouse, 08 32144769,2203032
,,,,,,,,,,,,,,
   usa, m,22,19940306, , samantha, dalton, nsw, lethbridge park,3840,29, whitfield circuit, cottonwood, 2 95124855,6634959
,,,,,,,,,,,,,,
   usa, f,31,19851222, , sam, leach, sa, joondalup,4221,7, scarlett street, , 07 97368799,1680490
,,,,,,,,,,,,,,
   tur, f,29,19871214, , tahnee, yamak, qld, yaroomba,4031,14, andado place, , 613 61834645,7635959
,,,,,,,,,,,,,,
   jap, f,27,19891015, ms, jack, egami, qld, gordon park,2010,12, freda bennett circuit, kimberley park, 07 95027932,1106810
,,,,,,,,,,,,,,
   unk, f,34,19820723, , lauren, scogin, vic, bellbrae,2259,10, , , 8 52799113,9291980
,,,,,,,,,,,,,,
   chi, , ,19430611, ms, tess, ding, qld, coombabah,3139,7, foxall street, killarney, 08 18015439,2550534
,,,,,,,,,,,,,,
   ser, f,23,19930629, , bailley, mrksic, qld, millmerran,3149,5, blumenthal place, geebung, 03 41510719,6634011
,,,,,,,,,,,,,,
   eng, f,25,19910304, mr, william, , vic, williamstown,3168,16, yates garden, , 8 15894396,1530493
,,,,,,,,,,,,,,
   eng, f,10,20060102, , blade, ryer, qld, sadliers crossing,2903,60, weddin circuit, , 03 09411865,1395730
,,,,,,,,,,,,,,
   usa, f,28, , , sophie, webb, nsw, beaumont,2148,4, wanderer court, , ,2977840
,,,,,,,,,,,,,,
   chi, f,22,19940105, pfc, shane, muk, nsw, maclean,7008,23, schaffer place, , 02 12952892,7108453
,,,,,,,,,,,,,,
   usa, ,39,19770513, mr, charlotte, jensen, tas, snug,2093,21, lyrebird place, pioneer lodge, 07 65384364,2658759
,,,,,,,,,,,,,,
   unk, ,34,19820102, , kynan, aaberg, , trawool,6725,1, maclaurin crescent, , ,5583806
,,,,,,,,,,,,,,
   , f,37,19790729, , isabelle, tidey, nsw, goonellabah,4551,38, schlich street, rosehill, 02 76932458,8248615
,,,,,,,,,,,,,,
   eng, f,32,19840707, ms, ellouise, isaacson, , south west rocks,4170,35, hannan crescent, bimby vale, 03 12860138,1841767
,,,,,,,,,,,,,,
   ser, m,21,19951230, ms, thomas, barac, nsw, nelson bay,4220,16, la perouse street, , 612 26680578,1452977
,,,,,,,,,,,,,,
   , f,26,19900423, , james, stodart, nsw, stanhope gardens,2541,13, bennelong crescent, , 02 81155669,8863511
,,,,,,,,,,,,,,
 eng, m,40, 1976 915, , dillon, danniell, nsw, wagga wagga,2340,1, calvert street, , 02 27864791,2924220
,,,,,,,,,,,,,,
   unk, f,30,19860311, , nicholas, abbatista, nsw, tooleybuc,3361,29, wallaroo road, , 2 35685566,8029758
,,,,,,,,,,,,,,
   cze, f,22,19940713, , lachlan, kankula, vic, waterways,3174,40, box hill avenue, , 618 15201345,6817847
,,,,,,,,,,,,,,
   ina, f, ,19441219, hon, emiily, setiawan, vic, ballan,2794,6, dixon drive, , 08 60390819,3895255
,,,,,,,,,,,,,,
   eng, f,33,19830311, , samuel, traves, qld, welcome creek,4074,1, burnell place, yackatoon rtrmnt vlge, 3 09675938,8642817
,,,,,,,,,,,,,,
   chi, ,26,19900927, , tenille, tah, qld, mount steadman,6062,1, threlfall street, red cedars motel, 3 77610089,6566948
,,,,,,,,,,,,,,
   usa, f,38, , , spyke, brown, nsw, lismore,3913,77, preddey way, lamington national, 02 95319390,9896877
,,,,,,,,,,,,,,
   jew, f,27,19890825, , jack, beit, sa, cross roads,6063,72, jinka street, , 7 15452425,1508633
,,,,,,,,,,,,,,
   usa, , ,19420614, pfc, darcy, vinson, nsw, barrengarry,3221,9, nemarang crescent, , 02 65660896,9701222
,,,,,,,,,,,,,,
   usa, f,29, , mr, lachlan, richards, nsw, seaforth,3192,56, kalgoorlie crescent, rajamare, 2 48692946,6278658
,,,,,,,,,,,,,,
   gre, ,39,19770126, , amy, vouris, tas, swansea,2318,13, finlayson place, masonic memorial village, 617 48778010,8006029
,,,,,,,,,,,,,,
   chi, m, ,19260731, ms, riley, yueh, vic, bittern,2137,18, chevalley loop, burnside, 08 85934818,6085823
,,,,,,,,,,,,,,
   ind, f,34,19821018, mr, levi, diggavi, nsw, bensville,2529,8, dampier crescent, , 2 66650106,3031151
,,,,,,,,,,,,,,
   eng, f,35,19810607, , freya, cristianson, nsw, wakool,3081,69, ennor crescent, , ,4631438
,,,,,,,,,,,,,,
   ind, f, ,19680319, ms, mitchell, anand, qld, mundowran,2779,28, wheatley street, home vale, 613 37071442,8934138
,,,,,,,,,,,,,,
   ger, f,32, , , daniel, wahlberg, , upwey,2216,20, bargang crescent, , 04 45712378,2384880
,,,,,,,,,,,,,,
   eng, f,27, , , darcy, keegan, nsw, bow bowing,2347,8, copland drive, , 612 58448791,3144376
,,,,,,,,,,,,,,
   chi, ,23,19931101, , ayden, tsoi, vic, ancona,2076,16, newbery crescent, kurawong, ,8088335
,,,,,,,,,,,,,,
   eng, m,35,19810804, ms, amy, scrivener, vic, lilli pilli,3144,630, alinda place, hse 13, 8 41266696,5184789
,,,,,,,,,,,,,,
   jew, f, ,19291224, , ka, asher, qld, keysland,4505,7, dennes place, , 3 06500925,9306018
,,,,,,,,,,,,,,
   fre, ,31,19850727, , madeleine, malenfant, nsw, cathcart,2010,19, kelleway avenue, karoo, 612 58907778,9899910
,,,,,,,,,,,,,,
   eng, m, ,19121011, , isabella, simms, vic, eddington,5280,6, mcinnes street, , 618 50096277,1844021
,,,,,,,,,,,,,,
   unk, f,31, , , tyler, strahn, nsw, woolbrook,2665,9, clews place, parkmoor, 2 32618235,4021286
,,,,,,,,,,,,,,
   usa, f,24,19920617, , connor, maddox, vic, elanora heights,4165,16, shumack street, st agnes retrmnt vlge, 8 74309563,2243550
,,,,,,,,,,,,,,
   unk, f,32, , mr, brandon, scjum, nsw, rye park,2070,93, cygnet crescent, , 02 37251180,9525864
,,,,,,,,,,,,,,
   ind, ,27,19890402, dr, thomas, muthu, sa, coorabie,3220,17, tuck place, , 07 87524428,6310115
,,,,,,,,,,,,,,
   chi, f,20, , , lachlan, ning, wa, nillup,6286,13, popplewell place, gregory heights, 618 50446808,3589864
,,,,,,,,,,,,,,
   usa, f,32, , dr, elizabeth, sanford, sa, alawoona,2904,250, couchman crescent, , 07 64597906,6247355
,,,,,,,,,,,,,,
   unk, m,19, , ms, jed, strampher, nsw, tregeagle,3175,1, wambaya crescent, , 612 51401837,4881442
,,,,,,,,,,,,,,
   unk, f,25,19910901, mr, joshua, streich, , hurstbridge,2250,68, swinden street, , 08 14967671,1574887
,,,,,,,,,,,,,,
   usa, f, , , , , harrell, sa, south plympton,2280,33, jelbart street, , 7 43787482,8572515
,,,,,,,,,,,,,,
   unk, , ,19660525, ms, olivia, aballon, nsw, cartwright,6064,27, bonney street, , 02 55466826,2228293
,,,,,,,,,,,,,,
   , f,25,19910624, ms, livia, deakin, nsw, woodcroft,2565,13, popplewell place, , 08 74755896,3001950
,,,,,,,,,,,,,,
   ina, ,29,19871009, ms, andrew, setiawan, nsw, koorawatha,5353,70, grainger circuit, violet creek, 2 19986398,4088333
,,,,,,,,,,,,,,
   usa, f,27, , hon, brody, cummings, vic, roxburgh park,3440, , meacham place, palms lodge, 8 09319855,1541193
,,,,,,,,,,,,,,
   , f,25,19910520, , molly, fotopoulos, qld, macknade,3182,10, mcshane place, , 3 99568829,7285446
,,,,,,,,,,,,,,
   usa, ,41,19750328, , mackenzie, joyce, act, harman,2286,43, atherton street, , 612 18159541,1772714
,,,,,,,,,,,,,,
   iri, f,24,19920323, , abbey, murdock, qld, nobby,2145,125, joske place, , 03 03029370,8041096
,,,,,,,,,,,,,,
   usa, f,31,19850908, , hayden, goodman, qld, bargara,3380,70, severne crescent, , 613 07401436,8460892
,,,,,,,,,,,,,,
   chi, f,31,19851129, , imogen, hsu, vic, minyip,4745,2, herschell circuit, , 8 62795701,8539876
,,,,,,,,,,,,,,
   chi, , ,19780428, , chelsea, jing, nsw, ,2121,12, bizant street, , 2 72440820,4319459
,,,,,,,,,,,,,,
   usa, m,33,19830327, hon, emiily, harmon, nsw, belrose,2747,5, lewis luxton avenue, loma, 612 90073647,3479437
,,,,,,,,,,,,,,
   fin, f, ,19280306, ms, cooper, rautiainen, vic, alphington,2073,25, noble close, , 618 52709668,9441271
,,,,,,,,,,,,,,
   por, m,32,19840305, dr, daniel, demenses, , dromana,4109,20, flegg crescent, , 04 63850633,7203299
,,,,,,,,,,,,,,
   fin, f, ,19620425, , tyler, kokko, nsw, stotts creek,6353,8, geerilong garden, , 02 52670469,1102923
,,,,,,,,,,,,,,
   usa, f,31,19850323, , alivia, , nsw, mumbulla mountain,2111,2, pridham street, forest lakes, 612 14284526,5944319
,,,,,,,,,,,,,,
   ser, f,33,19831213, dr, michael, vukmirica, qld, toondahra,7010,13, lochbuy street, coolibah, 03 65269705,5985839
,,,,,,,,,,,,,,
   chi, f,26,19900818, , noah, niu, nsw, luddenham,2226,53, john cleland crescent, , ,4039656
,,,,,,,,,,,,,,
   unk, f,36,19800701, , ryan, sclater, vic, moorabbin,2074,1, hyne place, , 08 45624577,9233572
,,,,,,,,,,,,,,
   eng, f,29,19870527, ms, mitchell, ericson, vic, sandringham,5073,5, a'beckett street, , 08 91514019,4878183
,,,,,,,,,,,,,,
   cze, f,25,19910621, dr, kobe, zagrosek, qld, blacksoil,6149,151, ellen place, , 03 55776074,2932034
,,,,,,,,,,,,,,
   usa, f,37,19791226, , chelsea, , vic, catani,2773,72, hawker street, noamunga park, 03 32093227,2860411
,,,,,,,,,,,,,,
   usa, ,9,20071013, , joshua, blankenship, vic, newmerella,6330,16, discovery street, , 618 40417707,6933614
,,,,,,,,,,,,,,
   usa, ,22,19940301, ms, olivia, nieves, wa, darkan,4350,11, amos place, , 08 01811488,1579901
,,,,,,,,,,,,,,
   usa, f, ,19870412, , pace, henry, nsw, eschol park,2477,33, fergusson crescent, , 02 83864700,4213508
,,,,,,,,,,,,,,
   unk, f,28,19880820, , , aarcy, vic, jumbuk,6019,7, nannine place, , 618 72095243,4922340
,,,,,,,,,,,,,,
   usa, f, ,19400310, ms, mathilde, dyer, wa, south bunbury,3350,18, bogan place, , 618 25249706,8107564
,,,,,,,,,,,,,,
   usa, f,13,20030528, , christian, melendez, nsw, narrabeen,2112,29, hayes crescent, , 612 26555385,2365018
,,,,,,,,,,,,,,
   wel, f, ,19500415, , dominic, jeavons, sa, brompton,2880,2, glencross street, , 07 28888930,3476433
,,,,,,,,,,,,,,
   usa, m, ,19560814, , benjamin, king, nsw, eastgardens,5157,35, buxton street, , 08 73240857,1779330
,,,,,,,,,,,,,,
   eng, ,26,19901116, , tyron, hambledon, vic, heathcote,4807,39, kingsford smith drive, pacific palms vllge, 08 42129019,4726385
,,,,,,,,,,,,,,
   unk, f,26,19900408, , hayden, strampher, nsw, wapengo,2606,2, louisa lawson crescent, pinelea, 02 93958491,8632803
,,,,,,,,,,,,,,
   unk, m,37,19790317, , jesse, scofield, qld, ,5098,49, duncan street, , 3 80208900,4947529
,,,,,,,,,,,,,,
   eng, m, ,19321026, , zachary, alberts, nsw, stuarts point,870,8, fossey street, , 2 46130196,4779155
,,,,,,,,,,,,,,
   afr, , ,19820509, , lauren, kamga, qld, miami,2330,212, thermeda place, , 04 78257280,2605959
,,,,,,,,,,,,,,
   usa, f, ,19640216, , bailee, byrd, wa, erskine,3564,1660, , old timers south, 8 59946384,4113973
,,,,,,,,,,,,,,
   eng, m, ,19470213, , alexander, triggs, vic, portarlington,3162,3, barritt street, henry kendall bayside, 618 12081650,8726541
,,,,,,,,,,,,,,
   chi, m,31,19851123, , georgia, tau, act, fraser,2760,37, glenorchy street, pine hill, 2 35544819,9442909
,,,,,,,,,,,,,,
   eng, f,36,19800226, , peter, mcnab, nsw, moree,2099,131, , henry kendall bayside, 02 01096078,1052509
,,,,,,,,,,,,,,
   eng, m,31, , ms, juliana, royle, nsw, tarro,2256,33, lascelles circuit, tesbury, 02 61305767,8229031
,,,,,,,,,,,,,,
   chi, f,36,19800127, ms, william, juang, sa, windsor,2199,88, twamley crescent, ferndale, 7 47633236,7331542
,,,,,,,,,,,,,,
   usa, f,39, , ms, kazuki, roth, nsw, broken hill,4109,22, buggy crescent, , 02 08592126,8113275
,,,,,,,,,,,,,,
   ger, ,36,19801103, , tanar, bachman, , leeton,4870,4, , lake chatsworth, 03 25807819,7642296
,,,,,,,,,,,,,,
   por, f,31,19850421, mr, ethan, alvares, vic, mount hotham,4217,26, john cleland crescent, , 618 18238348,5706301
,,,,,,,,,,,,,,
   usa, ,24,19920306, , griffin, nelson, wa, mira mar,2261,120, verbrugghen street, lanhydrock, 04 97497057,2724480
,,,,,,,,,,,,,,
   usa, f,30, , ms, jean-claude, martin, vic, bolwarrah,2190,283, mcnamara street, , 618 44468298,4995129
,,,,,,,,,,,,,,
   ind, f,7,20090805, , jack, udutha, wa, mooriary,4701,21, bambridge street, , 08 22684537,5155496
,,,,,,,,,,,,,,
   usa, f,29,19870607, , jordan, rowe, wa, hermit park,4878,408, charterisville avenue, , 8 32471299,1307788
,,,,,,,,,,,,,,
   ina, ,23,19930516, , leo, sutanto, nsw, malabar,2126,83, bissenberger crescent, the heights, 612 81434660,6969695
,,,,,,,,,,,,,,
   ger, m,12,20040511, , jasper, drescher, , rye,3699,67, antill street, , 07 93719997,3186404
,,,,,,,,,,,,,,
   cze, ,41,19750201, dr, , kotulek, vic, sutherlands creek,3040,32, dumas street, brentwood village, 8 59247888,9465308
,,,,,,,,,,,,,,
   eng, m,6,20100621, mr, mitchell, danniell, qld, wishart,3055,3, macnaughton street, , 613 71539445,8779081
,,,,,,,,,,,,,,
   ina, f,11,20050126, ms, tyler, pudjijono, vic, hurstbridge,3192,54, oxley street, , 618 46607979,3706458
,,,,,,,,,,,,,,
   eng, m,25,19910830, , lucy, winterbottom, nsw, russell vale,6003,43, northbourne avenue, weemilah, 02 03638822,2568553
,,,,,,,,,,,,,,
   ind, f, ,19740128, , william, sangawar, qld, ban ban springs,4510,102, ashby circuit, nunkeri, 613 87465430,7565710
,,,,,,,,,,,,,,
   eng, ,36,19800211, ms, sienna, royston, qld, haliday bay,4032,78, mcmillan crescent, farm shed, 613 90451946,6225768
,,,,,,,,,,,,,,
   dan, f,29, , , samuel, piechnik, vic, malvern,4216,11, pelsart street, , 02 28170003,2256386
,,,,,,,,,,,,,,
   eng, f,27,19891106, , sophie, gardyner, wa, monkey mia,3280,41, mather street, table mountain, 08 15882700,6084982
,,,,,,,,,,,,,,
   usa, m, ,19910523, , tyler, beasley, nsw, ladysmith,4151,63, bullala court, bowan brae, 612 57582283,9513536
,,,,,,,,,,,,,,
   afg, ,36,19801212, , shaun, mahsood, qld, mentone,2607,11, merv waite street, , 3 33129852,7971713
,,,,,,,,,,,,,,
   usa, f,11,20051119, , ella, jarvis, nsw, kellyville,2077,2, millard place, , 2 23887186,8393624
,,,,,,,,,,,,,,
   ind, f,26,19900917, , julia, swagato, nsw, yarrunga,2065,116, , , 2 15161146,2214985
,,,,,,,,,,,,,,
   iri, ,30,19860516, ms, felicity, lennon, nsw, mosman,7322,586, st john crescent, woodlands surgery centre, 2 20554878,3385813
,,,,,,,,,,,,,,
   usa, f,25,19911018, hon, , maddox, vic, guthridge,4218,20, wilton road, , 8 93777746,2668575
,,,,,,,,,,,,,,
   eng, m,34,19820825, mr, sean, midgley, , camp hill,6210,10, brigalow street, north road, 02 98224658,9958593
,,,,,,,,,,,,,,
   eng, f,29,19871006, , maconal, brewster, qld, broadbeach waters,3941,70, morant circuit, cabrini medical centre, 03 63726810,5360471
,,,,,,,,,,,,,,
   vie, m,32,19840319, ms, teagan, thÉ, sa, bushland beach,4034, , mcgowen close, , 07 72061444,7272785
,,,,,,,,,,,,,,
   fin, f,29,19870615, ms, livia, ipatti, vic, charleroi,3864,10, , , 8 71710920,4291664
,,,,,,,,,,,,,,
   chi, f,25, , , abbey, , vic, cressy,3156,106, currong street, , 02 75519454,5167707
,,,,,,,,,,,,,,
   usa, f, ,19481010, mr, jack, kemp, nsw, homebush,4350,53, , tinnaroo falls, 02 56589272,9348677
,,,,,,,,,,,,,,
   ser, ,29,19870928, , carly, rozic, qld, pleystowe,4055,24, nicklin crescent, karingal homes, 03 55143462,1975440
,,,,,,,,,,,,,,
   unk, f,26,19900917, ms, angus, scogin, qld, kandanga,2251,13, o'mara place, brookfield, 07 04953611,1879410
,,,,,,,,,,,,,,
   rus, m, ,19570508, cpt, kyah, vorona, vic, swan reach,3186,21, canopus crescent, , 618 28241293,7357832
,,,,,,,,,,,,,,
   eng, f,34,19820305, , daniel, , nsw, whalan,5008,4, longerenong street, willaroo, 02 22311402,1097295
,,,,,,,,,,,,,,
   ser, m,20,19960124, , grace, sipran, vic, mount alfred,4218,7, bissenberger crescent, , 8 18750495,1221923
,,,,,,,,,,,,,,
   usa, f,39,19771116, , riley, davenport, vic, st andrews beach,3083,122, douglas place, kimbad, 03 39142327,8430236
,,,,,,,,,,,,,,
   ind, ,26,19901227, , gabriella, bherwani, , st ives,3116,8, groom street, , 07 30131809,7865910
,,,,,,,,,,,,,,
 unk, f,32,19840827, , courtney, sclafani, vic, hedley,437,12, wambaya crescent, la rhune, ,1565948
,,,,,,,,,,,,,,
   fin, f,26,19900305, dr, paige, salmela, tas, roland,2026,34, sturt avenue, , 7 94829355,1128186
,,,,,,,,,,,,,,
   ita, f, ,19430110, , bradley, sidoti, nsw, roxburgh park,2176,21, rule street, eurunderee, 2 43276656,2817591
,,,,,,,,,,,,,,
   chi, f,32,19840406, , alexander, ran, nsw, krambach,3220,22, oliver street, the lakes village, 2 08100729,5929621
,,,,,,,,,,,,,,
   usa, f,26,19901110, dr, faith, doyle, vic, hexham,2283,3, edman close, carinyah station, 02 71600678,1920648
,,,,,,,,,,,,,,
   usa, f,10,20061230, ms, james, estrada, , st albans,2145,22, alawa street, navan park, 03 04410035,1359198
,,,,,,,,,,,,,,
   ind, f,32,19840910, ms, callum, das, vic, warncoort,5108,3, paul coe crescent, ocean star villas, 8 52149840,8486095
